Gene	Chromosome	Start	End	Canonical
ERBB2IP	5	65288546	65374358	NM_001253699
RNF186	1	20140910	20141594	NM_019062
UBASH3A	21	43824054	43867304	NM_018961
FAM129C	19	17634247	17664372	NM_173544
DZIP1L	3	137781657	137822813	NM_173543
PLBD2	12	113796405	113826431	NM_173542
C10orf91	10	134258753	134261565	NM_173541
ZNF596	8	190895	196362	NM_001042416
FUT11	10	75532091	75535443	NM_173540
RNF8	6	37321940	37358628	NM_003958
PTCH2	1	45286360	45308604	NM_001166292
CT47A2	X	120064142	120114523	NM_001080145
CHIA	1	111853089	111863088	NM_201653
ZFP69B	1	40916633	40929261	NM_023070
SERF1A	5	69321278	70212984	NM_021967
SIGLEC1	20	3669206	3687775	NM_023068
TANC2	17	61086920	61499316	NM_025185
SMOC2	6	168842050	169067118	NM_022138
LIN7B	19	49617661	49621630	NM_022165
TINAGL1	1	32042749	32052580	NM_022164
PERP	6	138413178	138428477	NM_022121
CEP70	3	138213856	138291769	NM_024491
SCOC	4	141264792	141302258	NM_001153585
TRIM54	2	27505599	27529409	NM_032546
SLITRK2	X	144903943	144906481	NM_032539
TTBK1	6	43214398	43253114	NM_032538
GAGE12D	X	49297934	49351813	NM_001127199
CKMT1A	15	43986248	43991287	NM_001015001
ARHGAP5	14	32559875	32624154	NM_001030055
FIGNL1	7	50512960	50514985	NM_001042762
STAG2	X	123156477	123234447	NM_001042749
SERPINE3	13	51915227	51936133	NM_001101320
SAMD12	8	119209948	119634055	NM_001101676
ZNF552	19	58319407	58326111	NM_024762
MOB3B	9	27330584	27455548	NM_024761
NIPAL2	8	99205278	99306365	NM_024759
TBPL2	14	55881096	55907263	NM_199047
FAM111B	11	58877098	58893775	NM_198947
LCN6	9	139639113	139642935	NM_198946
OR13F1	9	107266543	107267503	NM_001004485
MXRA7	17	74673669	74707028	NM_001008528
ARGFX	3	121289560	121305447	NM_001012659
IL32	16	3115812	3119356	NM_001012631
SRSF1	17	56082766	56084498	NM_001078166
IKBKG	X	153770478	153792676	NM_001099857
IQCE	7	2598815	2649796	NM_152558
SZRD1	1	16693752	16721635	NM_001114600
DHX36	3	153993959	154042205	NM_020865
CNTLN	9	17135063	17502650	NM_017738
XAGE1B	X	52240503	52544503	NM_001097594
DEFB128	20	168526	170264	NM_001037732
DEFB116	20	29891014	29896388	NM_001037731
DEFB113	6	49936389	49937338	NM_001037729
WFDC9	20	44236748	44238820	NM_147198
WFDC11	20	44277357	44279239	NM_147197
TMIE	3	46742977	46751178	NM_147196
ANKRD18A	9	38572041	38620282	NM_147195
MAPK8	10	49609703	49643072	NM_002750
GLIS1	1	53972291	54060575	NM_147193
SLC12A3	16	56899147	56947317	NM_000339
AIFM1	X	129263531	129299630	NM_001130847
TRIM17	1	228595901	228602773	NM_016102
TCF7	5	133450597	133481994	NM_001134851
CCDC152	5	42759223	42799883	NM_001134848
SIRPB2	20	1456811	1472005	NM_001122962
AHI1	6	135606782	135813375	NM_001134831
TUFT1	1	151512842	151554183	NM_020127
THTPA	14	24025966	24028049	NM_024328
UMODL1	21	43491425	43557730	NM_001199527
ADAMTSL1	9	18474230	18908546	NM_001040272
OR1I1	19	15197876	15198944	NM_001004713
MAPK3	16	30127988	30134530	NM_001040056
C16orf70	16	67144078	67181034	NM_025187
KCNK15	20	43374551	43379479	NM_022358
DPEP3	16	68009667	68014358	NM_022357
LEPRE1	1	43212367	43232642	NM_001243246
PMAIP1	18	57567409	57569985	NM_021127
OSGEPL1	2	190615303	190626366	NM_022353
NECAB1	8	91804114	91967740	NM_022351
ERAP2	5	96215389	96253309	NM_022350
SSB	2	170657470	170668266	NM_003142
ZW10	11	113604415	113644388	NM_004724
BUB3	10	124914433	124924572	NM_004725
TRIM3	11	6470257	6486925	NM_006458
HMGA2	12	66219050	66357072	NM_003483
HRNR	1	152185551	152195729	NM_001009931
VPS37A	8	17104753	17143936	NM_152415
VAMP7	X	155119129	155171803	NM_005638
ZNF746	7	149171474	149194627	NM_001163474
DCAF11	14	24584803	24592518	NM_025230
CT45A5	X	134946156	134950246	NM_001172288
GLRA4	X	102962271	102983131	NM_001172285
TBC1D1	4	37903716	38138956	NM_015173
ZNF438	10	31133889	31165963	NM_001143769
SYCE1	10	135367793	135379033	NM_001143763
NFKBIL1	6	31515471	31526388	NM_005007
CALCB	11	15096264	15098991	NM_000728
CACNG1	17	65040776	65052387	NM_000727
CACNB4	2	152695632	152955525	NM_001005747
CACNB3	12	49208330	49221682	NM_000725
CACNB2	10	18429665	18828653	NM_000724
CACNB1	17	37331445	37353748	NM_000723
CACNA2D1	7	81579707	82072775	NM_000722
CACNA1E	1	181452880	181767970	NM_001205293
ARL13A	X	100228678	100245577	NM_001162490
GNRH2	20	3025060	3026382	NM_001501
B3GALT4	6	33245196	33246333	NM_003782
OSBPL6	2	179170911	179260286	NM_001201480
KCNJ1	11	128709019	128736447	NM_153767
F7	13	113760155	113773322	NM_000131
F5	1	169483550	169555624	NM_000130
KCNA1	12	5020544	5022032	NM_000217
FAM19A2	12	62104186	62261206	NM_178539
B4GALNT4	11	369803	381792	NM_178537
LCN12	9	139846779	139849851	NM_178536
RNF180	5	63496634	63665641	NM_001113561
SLC9C2	1	173470232	173570915	NM_178527
SAP30L	5	153826164	153835588	NM_024632
PLCH1	3	155198756	155393828	NM_001130961
IL33	9	6241694	6256168	NM_033439
CDC45	22	19467491	19506431	NM_001178010
SYTL1	1	27671825	27680343	NM_001193308
ECE2	3	183967482	184010026	NM_014693
SHF	15	45460144	45491272	NM_138356
SCRN2	17	45915209	45918209	NM_001145023
DCAF15	19	14063324	14071807	NM_138353
SAMD1	19	14199228	14201232	NM_138352
TP53I13	17	27895776	27899942	NM_138349
THAP3	1	6685278	6694148	NM_138350
SLC6A18	5	1225592	1246193	NM_182632
PCNA	20	5095928	5100444	NM_002592
GHR	5	42424690	42719526	NM_001242400
IL5RA	3	3111908	3146668	NM_000564
HSF2	6	122720882	122753365	NM_004506
GRB7	17	37895158	37903150	NM_005310
COPS4	4	83956377	83996583	NM_016129
C13orf45	13	76445262	76457238	NM_001257995
IL4R	16	27351524	27375151	NM_001257407
FBXO7	22	32870989	32894517	NM_012179
OR8B4	11	124293837	124294767	NM_001005196
SMOC1	14	70346395	70496975	NM_001034852
GALNTL6	4	172735731	173961251	NM_001034845
PTCHD3	10	27687222	27703179	NM_001034842
KCNIP1	5	169780880	170162810	NM_001034837
RDM1	17	34245345	34257731	NM_145654
NHP2	5	177576713	177580818	NM_017838
EXOSC9	4	122722579	122738011	NM_001034194
MYOF	10	95066719	95241951	NM_013451
ITPRIPL1	2	96991577	96994037	NM_178495
CELF1	11	47493781	47521075	NM_001172640
ZFP62	5	180275791	180288219	NM_152283
SLC6A2	16	55690606	55739184	NM_001172501
NPAS2	2	101521216	101612044	NM_002518
ASTN1	1	176833419	177133812	NM_004319
ATP2A1	16	28889992	28915526	NM_004320
ASPH	8	62415917	62626930	NM_004318
NEO1	15	73345016	73595037	NM_002499
CUX1	7	101459310	101926382	NM_001202543
CCDC125	5	68578555	68616367	NM_176816
DHFRL1	3	93779791	93780355	NM_001195643
ZNF800	7	127011867	127031611	NM_176814
AGR3	7	16899205	16918242	NM_176813
CHMP4B	20	32399274	32441366	NM_176812
NLRP8	19	56459268	56499279	NM_176811
NLRP13	19	56407310	56443677	NM_176810
KREMEN2	16	3014521	3018021	NM_172229
VKORC1	16	31102454	31106050	NM_024006
CDCP1	3	45127129	45187779	NM_022842
TINF2	14	24709002	24711538	NM_012461
WDSUB1	2	160092543	160139580	NM_001128213
ADK	10	75911036	76468203	NM_001123
USP6NL	10	11504439	11639633	NM_014688
P4HA2	5	131528702	131554319	NM_004199
HIC1	17	1959603	1962129	NM_006497
C5orf47	5	173416266	173428218	NM_001144954
EFCAB5	17	28268814	28435042	NM_198529
AHCY	20	32868839	32891076	NM_001161766
RIF1	2	152266937	152331585	NM_001177665
DAG1	3	49547967	49570632	NM_001165928
MAP7	6	136665365	136871546	NM_003980
PAMR1	11	35453903	35547133	NM_015430
FAM86C1	11	71498582	71510693	NM_018172
CDCA2	8	25317755	25365254	NM_152562
CES3	16	66995210	67006952	NM_024922
POF1B	X	84534426	84634459	NM_024921
FRMD1	6	168457776	168479774	NM_024919
DSN1	20	35381190	35399861	NM_001145316
TRMT2B	X	100265569	100297278	NM_024917
GRHL2	8	102504997	102678931	NM_024915
HSPA12A	10	118434291	118501980	NM_025015
CABIN1	22	24431965	24574164	NM_001199281
PRRT4	7	127990909	128000045	NM_001174164
KIAA0895	7	36366368	36429683	NM_001199707
IL7	8	79645947	79717157	NM_000880
GRIN2B	12	13715716	14019142	NM_000834
GHRHR	7	31003683	31018859	NM_000823
ITGB1BP1	2	9546962	9558826	NM_004763
PTBP3	9	114982451	115095757	NM_001244898
PPT2	6	32121403	32130727	NM_005155
AIMP1	4	107237704	107268849	NM_004757
DLGAP1	18	3499182	3880068	NM_004746
PTGFR	1	78958428	79002372	NM_001039585
MST4	X	131157645	131208187	NM_016542
TMEM176B	7	150488618	150493657	NM_014020
TSPAN19	12	85408265	85423724	NM_001100917
TDRD10	1	154479379	154520186	NM_001098475
WNK4	17	40932716	40948706	NM_032387
TUBB6	18	12308291	12326129	NM_032525
FAXDC2	5	154199875	154217738	NM_032385
HPS3	3	148847510	148890009	NM_032383
COG8	16	69364741	69373455	NM_032382
GFM2	5	74017479	74059567	NM_032380
SYTL2	11	85406237	85468768	NM_206927
EEF1D	8	144661961	144672251	NM_032378
POPDC2	3	119361322	119379270	NM_022135
GAL3ST2	2	242716370	242743581	NM_022134
SNX16	8	82713731	82752221	NM_022133
MCCC2	5	70883252	70952687	NM_022132
AURKAIP1	1	1309180	1310136	NM_017900
GPBP1	5	56509957	56558579	NM_022913
LEPREL1	3	189675700	189838520	NM_018192
TBCCD1	3	186268938	186282118	NM_001134415
VAV2	9	136629183	136857400	NM_001134398
GIPR	19	46172778	46185193	NM_000164
SLAMF1	1	160580537	160616735	NM_003037
APH1B	15	63569822	63597980	NM_031301
METTL7A	12	51318821	51323933	NM_014033
SLC27A6	5	128301830	128368975	NM_001017372
GIT1	17	27901719	27916396	NM_001085454
IARS2	1	220267558	220320977	NM_018060
TMEM200A	6	130761567	130763043	NM_052913
SAMD3	6	130465664	130536992	NM_001258275
MAGIX	X	49019227	49022738	NM_001099680
EYS	6	64430491	66205303	NM_001142800
IDNK	9	86238086	86258695	NM_001256915
ZNF502	3	44761753	44763944	NM_033210
IGFBP3	7	45954418	45960739	NM_001013398
CHRNA3	15	78885452	78913136	NM_000743
CHRNA2	8	27319145	27328575	NM_000742
CTNNAL1	9	111705048	111775722	NM_003798
HIST1H2BO	6	27861240	27861621	NM_003527
CAPN5	11	76795932	76834916	NM_004055
MAP3K14	17	43342002	43368111	NM_003954
RELN	7	103113258	103629803	NM_005045
GAK	4	843460	925975	NM_005255
CAPZB	1	19666023	19811932	NM_001206540
PLK1	16	23690253	23701384	NM_005030
DLX6	7	96635289	96639359	NM_005222
DNAJC4	11	63998326	64001656	NM_005528
HSPA1L	6	31777823	31779749	NM_005527
GMFG	19	39819116	39826616	NM_004877
GSG1	12	13237834	13256446	NM_001080554
RNF213	17	78237480	78367298	NM_001256071
TTC23	15	99678214	99768917	NM_001040655
ZXDC	3	126157217	126194708	NM_001040653
UGT1A6	2	234601650	234681205	NM_001072
VCAM1	1	101185416	101203839	NM_001078
BPI	20	36932613	36965586	NM_001725
BPGM	7	134346259	134363783	NM_199186
NREP	5	111066617	111312436	NM_001142483
SERPINA6	14	94770754	94780985	NM_001756
DLAT	11	111896196	111933259	NM_001931
FPR3	19	52327001	52328063	NM_002030
FPR1	19	52249194	52250247	NM_001193306
DHPS	19	12786651	12792580	NM_001930
CFD	19	859689	863238	NM_001928
FNTB	14	65453671	65528030	NM_002028
FNTA	8	42911489	42940425	NM_002027
CBFB	16	67063310	67132681	NM_001755
RUNX1	21	36164431	36421196	NM_001001890
CAT	11	34460560	34492980	NM_001752
CAMK4	5	110560181	110820164	NM_001744
C5	9	123715016	123812524	NM_001735
DEFA6	8	6782339	6783557	NM_001926
DEFA4	8	6793541	6794421	NM_001925
AFF2	X	147582617	148072862	NM_002025
GADD45A	1	68151177	68153457	NM_001924
FMOD	1	203311470	203317398	NM_002023
DDB1	11	61067607	61100440	NM_001923
NFASC	1	204913443	204985667	NM_001005388
WASF1	6	110421724	110448804	NM_003931
EDN1	6	12290862	12296300	NM_001955
OSMR	5	38869146	38933546	NM_003999
NSUN5	7	72717394	72722787	NM_018044
GRK6	5	176853846	176868828	NM_002082
STAMBP	2	74057983	74089386	NM_213622
RBCK1	20	389382	411074	NM_031229
SPAG5	17	26904716	26925964	NM_006461
ERLIN1	10	101911887	101945383	NM_006459
GHRH	20	35879615	35885292	NM_021081
DPEP1	16	89696818	89704630	NM_004413
LIPA	10	90974584	91007405	NM_001127605
CPSF7	11	61178414	61197302	NM_024811
CNGA1	4	47938437	47973117	NM_001142564
RRNAD1	1	156698896	156706545	NM_015997
HMMR	5	162887698	162918170	NM_001142556
ADCK4	19	41197939	41220537	NM_024876
TRMT1	19	13215748	13227213	NM_017722
WDR47	1	109514051	109566134	NM_001142550
STARD13	13	33679729	34098404	NM_001243476
HTR3C	3	183770868	183778140	NM_130770
PAX3	2	223065892	223163334	NM_181458
SGK196	8	42958691	42978020	NM_032237
CMTM1	16	66600416	66612904	NM_052999
PCDH19	X	99551274	99663595	NM_001184880
XAGE1E	X	52240503	52544503	NM_001097604
RGS10	10	121259624	121302150	NM_001005339
MARCH2	19	8486724	8503430	NM_016496
PLSCR4	3	145912197	145939858	NM_001128304
CLTA	9	36191053	36211771	NM_007096
RREB1	6	7182144	7249201	NM_001003699
RAD18	3	8923040	9005069	NM_020165
SEMA3G	3	52469618	52479043	NM_020163
DHX33	17	5347524	5372179	NM_020162
C2orf83	2	228476109	228497801	NM_001162483
MEIS3	19	47909733	47922338	NM_020160
CEP63	3	134214162	134293733	NM_025180
NINL	20	25434086	25507223	NM_025176
PREX2	8	68864629	69143613	NM_024870
ELL3	15	44065313	44069099	NM_025165
SIK3	11	116717111	116968957	NM_025164
CARS	11	3022343	3078597	NM_001194997
DBNL	7	44084336	44100515	NM_001122956
TSPAN11	12	31106925	31144850	NM_001080509
PAFAH2	1	26288479	26317307	NM_000437
OXCT1	5	41731830	41870460	NM_000436
NOTCH3	19	15271472	15311716	NM_000435
BTG1	12	92537855	92539311	NM_001731
BTC	4	75673250	75719535	NM_001729
BSG	19	571547	582577	NM_001728
COX4I2	20	30226820	30232707	NM_032609
FAM71F1	7	128355495	128371167	NM_032599
SPATA22	17	3343440	3372619	NM_001170699
MYO18B	22	26157059	26423644	NM_032608
MS4A14	11	60164051	60184481	NM_001261828
SERPINB1	6	2833841	2840820	NM_030666
MAP2K2	19	4090595	4123872	NM_030662
CAPS2	12	75670022	75723639	NM_032606
PPP1R9B	17	48212695	48227874	NM_032595
ABHD1	2	27346816	27353612	NM_032604
INSM2	14	36003458	36005159	NM_032594
HINT2	9	35813050	35814976	NM_032593
LOXL3	2	74760732	74779761	NM_032603
GJA10	6	90604187	90605819	NM_032602
ACCS	11	44089177	44105342	NM_032592
SLC9A7	X	46466386	46618464	NM_001257291
MCEE	2	71337099	71357349	NM_032601
KDM2B	12	121867918	122018816	NM_032590
ASCC2	22	30185001	30228314	NM_032204
C15orf57	15	40846169	40856979	NM_001080791
CNBP	3	128889295	128890600	NM_001127192
HMOX2	16	4555525	4559757	NM_001127204
ISLR2	15	74425095	74427333	NM_001130136
RFC5	12	118454632	118469083	NM_181578
RPUSD4	11	126073312	126081533	NM_032795
PHB2	12	7074847	7079706	NM_001144831
NUDT8	11	67395416	67397382	NM_181843
ZBTB12	6	31867702	31869082	NM_181842
ETV7	6	36322418	36355318	NM_001207037
RBM34	1	235295027	235324541	NM_015014
TSPYL4	6	116573926	116575171	NM_021648
TUBG1	17	40761755	40767059	NM_001070
MLNR	13	49794473	49796513	NM_001507
CD1C	1	158259854	158263266	NM_001765
CD1A	1	158224459	158227480	NM_001763
CCT6A	7	56119541	56130778	NM_001762
CCNF	16	2479482	2507021	NM_001761
EAPP	14	34985515	35008834	NM_018453
C11orf34	11	112119521	112131312	NM_001145024
C21orf62	21	34166072	34166732	NM_001162495
TMEM189	20	48741594	48770174	NM_199129
OGDH	7	44663942	44747598	NM_002541
MTFR1	8	66582187	66621279	NM_014637
BMP1	8	22022918	22069241	NM_006129
FST	5	52776621	52781863	NM_006350
COG5	7	106843960	107204434	NM_001161520
PPIH	1	43124117	43133090	NM_006347
CD200	3	112052059	112080397	NM_001004196
SLC30A9	4	41992668	42088143	NM_006345
CRIPT	2	46844421	46851366	NM_014171
CHMP4A	14	24679082	24682774	NM_014169
GTPBP8	3	112709846	112719766	NM_014170
METTL5	2	170668329	170681107	NM_014168
CCDC59	12	82746929	82752155	NM_014167
MED4	13	48651274	48669214	NM_014166
NDUFAF4	6	97338979	97345677	NM_014165
FXYD5	19	35646453	35660518	NM_144779
MRPL18	6	160211619	160219155	NM_014161
MKRN2	3	12598649	12623752	NM_014160
BAG1	9	33255216	33264672	NM_004323
S100A1	1	153602997	153604317	NM_006271
MAN1A2	1	117910805	118065579	NM_006699
GLO1	6	38645070	38670830	NM_006708
BRD8	5	137475762	137514303	NM_139199
GPAT2	2	96687906	96698107	NM_207328
CDPF1	22	46640988	46644181	NM_207327
DPY19L3	19	32899159	32973146	NM_207325
C2CD4A	15	62359812	62360922	NM_207322
C10orf129	10	96954242	96988541	NM_207321
OTUD6A	X	69282374	69283241	NM_207320
FAM199X	X	103411466	103434459	NM_207318
ZNF474	5	121487685	121488780	NM_207317
TMEM207	3	190147383	190167598	NM_207316
CMPK2	2	6980700	7005827	NM_207315
TMEM132E	17	32908095	32965251	NM_207313
HSPA14	10	14880401	14913605	NM_001278205
RGS9BP	19	33167169	33167877	NM_207391
KLHL8	4	88084670	88116691	NM_020803
VAMP3	1	7831443	7839705	NM_004781
EPHB2	1	23037475	23240063	NM_004442
PDPN	1	13910300	13942406	NM_006474
HEXIM1	17	43226557	43227637	NM_006460
NPC2	14	74946976	74959977	NM_006432
CREB5	7	28452533	28858896	NM_182898
RAPGEF5	7	22162023	22349639	NM_012294
FBXL7	5	15500785	15937295	NM_012304
PXDN	2	1637975	1748227	NM_012293
LPHN2	1	82302669	82456829	NM_012302
HMHA1	19	1066024	1086005	NM_012292
HSH2D	19	16259560	16268605	NM_032855
ITIH5	10	7605044	7708855	NM_030569
DMRTA2	1	50884336	50887208	NM_032110
TEX13A	X	104463645	104465081	NM_031274
NUDT18	8	21964810	21966813	NM_024815
ALG9	11	111657120	111742206	NM_001077691
NPEPL1	20	57266820	57290382	NM_024663
TPSB2	16	1278649	1279952	NM_024164
AIDA	1	222843234	222885659	NM_022831
ST14	11	130029874	130079718	NM_021978
RSPO4	20	940999	982807	NM_001029871
RGPD6	2	110552042	111334601	NM_001123363
AFTPH	2	64778608	64819169	NM_203437
FOXP1	3	71008397	71247532	NM_001244808
HDAC8	X	71549903	71792611	NM_001166419
SSX2IP	1	85113115	85136902	NM_001166417
EHHADH	3	184910013	184971810	NM_001166415
VSIG4	X	65241926	65259840	NM_001184830
UBAP1	9	34179012	34251530	NM_001171203
FAM9A	X	8759351	8768212	NM_001171186
EFCAB9	5	171621176	171630349	NM_001171183
CENPL	1	173769585	173780437	NM_001127181
CLDN2	X	106171458	106172151	NM_001171092
CLCN2	3	184064393	184079267	NM_004366
CAMTA2	17	4872000	4890924	NM_001171167
PHF14	7	11013950	11142125	NM_014660
DISP1	1	223116165	223179314	NM_032890
ARHGEF16	1	3379648	3397151	NM_014448
ST5	11	8715642	8772247	NM_005418
POLB	8	42196142	42229175	NM_002690
SMS	X	21958942	22012469	NM_004595
HIST3H2A	1	228645125	228645518	NM_033445
TMEM147	19	36036641	36038349	NM_001242597
OPRL1	20	62724073	62730152	NM_182647
CPEB2	4	15004297	15068004	NM_001177382
AGBL4	1	48999844	50489468	NM_032785
HAVCR2	5	156514112	156535994	NM_032782
PTPN5	11	18750480	18793505	NM_006906
NT5C1B-RDH14	2	18736456	18770734	NM_001199104
MDH1	2	63816177	63834121	NM_005917
BAIAP3	16	1384662	1398483	NM_003933
SCNN1G	16	23197592	23226790	NM_001039
TPD52L3	9	6328595	6331019	NM_033516
IFLTD1	12	25656693	25801485	NM_001145727
PAK6	15	40556986	40568295	NM_001276718
OPN5	6	47749802	47791727	NM_181744
GON4L	1	155720374	155823571	NM_001037533
CASP1	11	104896984	104905840	NM_001257118
FBXW7	4	153244032	153332955	NM_033632
COMMD7	20	31291183	31331197	NM_053041
SLC41A3	3	125725249	125787062	NM_017836
COL4A6	X	107400229	107682601	NM_033641
IFT46	11	118415630	118430544	NM_020153
MAP3K7CL	21	30458181	30547213	NM_020152
SH3D19	4	152043242	152096515	NM_001009555
PPIAL4D	1	148201966	148806584	NM_001164261
SLX1A	16	29466063	30208787	NM_001014999
NUP160	11	47800656	47869972	NM_015231
MMP28	17	34093518	34122381	NM_024302
SUSD4	1	223395533	223536767	NM_017982
TCHP	12	110340831	110354428	NM_032300
ADRA1A	8	26606106	26722486	NM_033303
TIMM50	19	39971184	39980460	NM_001001563
HNRNPD	4	83276486	83294831	NM_031370
CD36	7	80276056	80303463	NM_001001548
TARP	7	38299688	38305267	NM_001003799
TNNT2	1	201328337	201342382	NM_001276347
CDK5RAP1	20	31946848	31989364	NM_016408
KCNIP3	2	95963186	96049797	NM_013434
AADACL3	1	12776343	12785963	NM_001103170
ZGLP1	19	10415766	10419357	NM_001103167
MEPE	4	88755866	88767598	NM_001184697
UBE2E1	3	23848760	23932097	NM_003341
RETN	19	7734212	7735235	NM_020415
PGR	11	100909846	100999801	NM_000926
ZNF816-ZNF321P	19	53432155	53459342	NM_001202473
GBAS	7	56032302	56066765	NM_001483
EIF6	20	33866999	33872290	NM_181468
HSP90AB1	6	44216366	44221335	NM_001271969
TRABD2A	2	85049040	85108163	NM_001277053
TP53	17	7572926	7579912	NM_001126114
C11orf74	11	36631653	36680736	NM_001276722
LCA5L	21	40777807	40800419	NM_152505
C20orf196	20	5753511	5844109	NM_152504
DCST1	1	155006512	155023344	NM_152494
CASP8AP2	6	90556308	90583528	NM_012115
SERPINF2	17	1648289	1657828	NM_000934
ZNF182	X	47835565	47862008	NM_001178099
CTSL2	9	99795230	99800325	NM_001333
SEC22C	3	42590107	42610538	NM_032970
PLRG1	4	155457836	155471460	NM_002669
ZNF821	16	71893920	71913849	NM_001201552
OR6A2	11	6815955	6816939	NM_003696
FAM21B	10	47894022	51892705	NM_018232
C11orf16	11	8942862	8953855	NM_020643
AKIP1	11	8932996	8941027	NM_020642
TXNDC16	14	52899021	53010275	NM_020784
OSBPL8	12	76749668	76881331	NM_020841
OR4F17	19	110678	111596	NM_001005240
RASGRF1	15	79254485	79382840	NM_002891
FCGR2B	1	161633031	161647343	NM_004001
GLYATL3	6	49479703	49494627	NM_001010904
C12orf29	12	88429425	88442199	NM_001009894
CHCHD7	8	57125409	57129994	NM_001011667
HSDL2	9	115142443	115232824	NM_032303
PSMG3	7	1607333	1608975	NM_032302
FBXW9	19	12800029	12807395	NM_032301
SGIP1	1	67000041	67208778	NM_032291
PRKAA1	5	40762879	40798291	NM_206907
ZNF595	4	53382	87340	NM_182524
NCAM1	11	112832333	113146109	NM_001242607
TAZ	X	153640180	153649343	NM_000116
MMP17	12	132313039	132335819	NM_016155
RAB4B	19	41284280	41292868	NM_016154
HSFX1	X	148674251	148858448	NM_016153
ARAP2	4	36069528	36231108	NM_015230
TAOK2	16	29989093	30002889	NM_016151
ASB2	14	94401001	94430885	NM_001202429
SHANK1	19	51165221	51220176	NM_016148
GABRA2	4	46252324	46390723	NM_001114175
PPFIBP2	11	7570706	7674449	NM_003621
MCUR1	6	13791040	13814661	NM_001031713
RBM44	2	238722249	238743044	NM_001080504
SV2A	1	149876565	149885392	NM_014849
CHD9	16	53190001	53358807	NM_025134
TMEM229A	7	123671914	123673057	NM_001136002
GK5	3	141884463	141944297	NM_001039547
S100A13	1	153591370	153598948	NM_001024210
ERP29	12	112451269	112460456	NM_006817
DMAP1	1	44679425	44686290	NM_019100
SYK	9	93606180	93657882	NM_003177
PPFIA2	12	81653410	82148000	NM_001220473
KRBA2	17	8272451	8274852	NM_213597
