gene	canonical	chrom	start	end
RNF186	NM_019062	1	20140521	20141771
UBASH3A	NM_018961	21	43823970	43867790
FAM129C	NM_173544	19	17634109	17664648
DZIP1L	NM_173543	3	137780826	137834451
PLBD2	NM_173542	12	113796370	113827458
C10orf91	NM_173541	10	134258713	134261825
ZNF596	NM_001042416	8	182199	197339
FUT11	NM_173540	10	75532048	75535976
RNF8	NM_003958	6	37321747	37362514
PTCH2	NM_001166292	1	45285515	45308616
CT47A2	NM_001080145	X	120011344	120114778
CHIA	NM_201653	1	111833473	111863188
DAZ3	NM_020364	Y	25365580	27053187
ZFP69B	NM_023070	1	40916336	40929390
SERF1A	NM_021967	5	69321071	70214357
SIGLEC1	NM_023068	20	3667616	3687775
TANC2	NM_025185	17	61086897	61505067
SMOC2	NM_022138	6	168841830	169068674
LIN7B	NM_022165	19	49617617	49621717
TINAGL1	NM_022164	1	32042085	32053287
PERP	NM_022121	6	138409641	138428660
CEP70	NM_024491	3	138213186	138313129
SCOC	NM_001153585	4	141178439	141303710
TRIM54	NM_032546	2	27505296	27530307
SLITRK2	NM_032539	X	144899346	144907360
TTBK1	NM_032538	6	43211221	43255997
GAGE12D	NM_001127199	X	49296768	49351917
CKMT1A	NM_001015001	15	43985083	43991420
ARHGAP5	NM_001030055	14	32546494	32628934
FIGNL1	NM_001042762	7	50511831	50518088
STAG2	NM_001042749	X	123094474	123236505
SERPINE3	NM_001101320	13	51915167	51936239
SAMD12	NM_001101676	8	119201694	119634184
ZNF552	NM_024762	19	58318449	58326281
MOB3B	NM_024761	9	27325206	27529850
NIPAL2	NM_024759	8	99204386	99306621
TBPL2	NM_199047	14	55880929	55907263
FAM111B	NM_198947	11	58874657	58894888
LCN6	NM_198946	9	139638468	139642980
OR13F1	NM_001004485	9	107266543	107267503
MXRA7	NM_001008528	17	74671808	74707056
ARGFX	NM_001012659	3	121286777	121309469
IL32	NM_001012631	16	3115312	3119668
SRSF1	NM_001078166	17	56078279	56084707
IKBKG	NM_001099857	X	153770458	153793261
IQCE	NM_152558	7	2598631	2654368
SZRD1	NM_001114600	1	16693524	16724643
DHX36	NM_020865	3	153993456	154042286
CNTLN	NM_017738	9	17135037	17503917
XAGE1B	NM_001097594	X	52238809	52546197
DEFB128	NM_001037732	20	168526	170264
DEFB116	NM_001037731	20	29891014	29896388
DEFB113	NM_001037729	6	49936389	49937338
WFDC9	NM_147198	20	44236577	44259907
WFDC11	NM_147197	20	44277201	44298878
TMIE	NM_147196	3	46742822	46752413
ANKRD18A	NM_147195	9	38571360	38620360
MAPK8	NM_002750	10	49609686	49643183
GLIS1	NM_147193	1	53971905	54199877
SLC12A3	NM_000339	16	56899118	56949762
AIFM1	NM_001130847	X	129263337	129299861
TRIM17	NM_016102	1	228595635	228604583
TCF7	NM_001134851	5	133450401	133483920
CCDC152	NM_001134848	5	42756919	42802539
SIRPB2	NM_001122962	20	1455235	1472233
AHI1	NM_001134831	6	135605109	135818903
TUFT1	NM_020127	1	151512780	151556059
THTPA	NM_024328	14	24025197	24028790
UMODL1	NM_001199527	21	43483067	43563105
ADAMTSL1	NM_001040272	9	18474078	18910947
OR1I1	NM_001004713	19	15197876	15198944
MAPK3	NM_001040056	16	30125425	30134630
C16orf70	NM_025187	16	67143914	67182442
KCNK15	NM_022358	20	43374487	43380954
DPEP3	NM_022357	16	68009565	68014452
LEPRE1	NM_001243246	1	43212005	43232755
PMAIP1	NM_021127	18	57567191	57571538
OSGEPL1	NM_022353	2	190611385	190627924
NECAB1	NM_022351	8	91803920	91971630
ERAP2	NM_022350	5	96211643	96255406
SSB	NM_003142	2	170655321	170668571
ZW10	NM_004724	11	113603904	113644485
BUB3	NM_004725	10	124913759	124924886
TRIM3	NM_006458	11	6469842	6495689
HMGA2	NM_003483	12	66218239	66360071
HRNR	NM_001009931	1	152184551	152196672
VPS37A	NM_152415	8	17104400	17155533
VAMP7	NM_005638	X	59213948	155173433
ZNF746	NM_001163474	7	149169883	149194898
DCAF11	NM_025230	14	24583905	24594451
CT45A5	NM_001172288	X	134945650	134953994
GLRA4	NM_001172285	X	102962271	102983552
TBC1D1	NM_015173	4	37892704	38140796
ZNF438	NM_001143769	10	31133564	31320866
SYCE1	NM_001143763	10	135367403	135382876
NFKBIL1	NM_005007	6	31514627	31526606
CALCB	NM_000728	11	15095145	15100177
CACNG1	NM_000727	17	65040651	65052911
CACNB4	NM_001005747	2	152689285	152955593
CACNB3	NM_000725	12	49208214	49222726
CACNB2	NM_000724	10	18429605	18830688
CACNB1	NM_000723	17	37329708	37353956
CACNA2D1	NM_000722	7	81579417	82073031
CACNA1E	NM_001205293	1	181452685	181775921
ARL13A	NM_001162490	X	100224696	100245820
GNRH2	NM_001501	20	3024267	3026391
B3GALT4	NM_003782	6	33244916	33246602
OSBPL6	NM_001201480	2	179059207	179264160
KCNJ1	NM_153767	11	128707908	128737268
F7	NM_000131	13	113760101	113774995
F5	NM_000130	1	169481191	169555769
KCNA1	NM_000217	12	5019072	5027422
FAM19A2	NM_178539	12	62102028	62586620
B4GALNT4	NM_178537	11	369794	382117
LCN12	NM_178536	9	139846767	139849949
RNF180	NM_001113561	5	63461670	63668696
SLC9C2	NM_178527	1	173469603	173572233
SAP30L	NM_024632	5	153825516	153840613
PLCH1	NM_001130961	3	155197670	155421997
IL33	NM_033439	9	6215785	6257983
CDC45	NM_001178010	22	19467413	19508135
SYTL1	NM_001193308	1	27668482	27680423
ECE2	NM_014693	3	183967444	184010819
SHF	NM_138356	15	45459411	45493373
SCRN2	NM_001145023	17	45915046	45918699
DCAF15	NM_138353	19	14063318	14072256
SAMD1	NM_138352	19	14199228	14201232
TP53I13	NM_138349	17	27895738	27900175
THAP3	NM_138350	1	6684924	6695646
SLC6A18	NM_182632	5	1225469	1246304
PCNA	NM_002592	20	5095598	5107268
GHR	NM_001242400	5	42423876	42721980
IL5RA	NM_000564	3	3108007	3152058
HSF2	NM_004506	6	122720695	122754264
GRB7	NM_005310	17	37894161	37903538
COPS4	NM_016129	4	83956238	83996971
C13orf45	NM_001257995	13	76445173	76457948
IL4R	NM_001257407	16	27325229	27376099
FBXO7	NM_012179	22	32870706	32894818
OR8B4	NM_001005196	11	124293837	124294767
SMOC1	NM_001034852	14	70346113	70499083
GALNTL6	NM_001034845	4	172734574	173961558
PTCHD3	NM_001034842	10	27687116	27703297
KCNIP1	NM_001034837	5	169780880	170163636
RDM1	NM_145654	17	34245084	34257780
NHP2	NM_017838	5	177576464	177580961
EXOSC9	NM_001034194	4	122722471	122738176
MYOF	NM_013451	10	95066185	95242074
ITPRIPL1	NM_178495	2	96991061	96994091
CELF1	NM_001172640	11	47487488	47574792
ZFP62	NM_152283	5	180274610	180288286
SLC6A2	NM_001172501	16	55689541	55740104
NPAS2	NM_002518	2	101436612	101613287
ASTN1	NM_004319	1	176830202	177134024
ATP2A1	NM_004320	16	28889808	28915830
ASPH	NM_004318	8	62413114	62627199
NEO1	NM_002499	15	73344824	73597547
CUX1	NM_001202543	7	101459183	101927250
CCDC125	NM_176816	5	68576518	68616410
DHFRL1	NM_001195643	3	93776765	93782067
ZNF800	NM_176814	7	127010353	127032767
AGR3	NM_176813	7	16899029	16921613
CHMP4B	NM_176812	20	32399109	32442173
NLRP8	NM_176811	19	56459197	56499995
NLRP13	NM_176810	19	56407310	56443702
KREMEN2	NM_172229	16	3014216	3018384
VKORC1	NM_024006	16	31102174	31106276
CDCP1	NM_022842	3	45123768	45187914
TINF2	NM_012461	14	24708850	24711880
WDSUB1	NM_001128213	2	160092303	160143236
ADK	NM_001123	10	75910942	76469061
USP6NL	NM_014688	10	11502508	11653679
P4HA2	NM_004199	5	131528303	131563556
HIC1	NM_006497	17	1958392	1962981
C5orf47	NM_001144954	5	173416161	173433143
EFCAB5	NM_198529	17	28256873	28435470
AHCY	NM_001161766	20	32868070	32899608
RIF1	NM_001177665	2	152266396	152333860
DAG1	NM_001165928	3	49506135	49573051
MAP7	NM_003980	6	136663418	136871957
PAMR1	NM_015430	11	35453375	35547176
FAM86C1	NM_018172	11	71498556	71512280
CDCA2	NM_152562	8	25316512	25365425
CES3	NM_024922	16	66995131	67009052
POF1B	NM_024921	X	84532394	84634748
FRMD1	NM_024919	6	168456463	168479839
DSN1	NM_001145316	20	35380193	35402230
TRMT2B	NM_024917	X	100264333	100307105
GRHL2	NM_024915	8	102504667	102681952
HSPA12A	NM_025015	10	118430702	118502085
CABIN1	NM_001199281	22	24407764	24574596
PRRT4	NM_001174164	7	127990378	128001739
KIAA0895	NM_001199707	7	36363758	36429734
IL7	NM_000880	8	79645006	79717758
GRIN2B	NM_000834	12	13714409	14133022
GHRHR	NM_000823	7	31003635	31019146
ITGB1BP1	NM_004763	2	9545814	9563643
PTBP3	NM_001244898	9	114979994	115095944
PPT2	NM_005155	6	32121228	32131458
AIMP1	NM_004757	4	107236766	107270381
DLGAP1	NM_004746	18	3496029	4455266
PTGFR	NM_001039585	1	78956727	79006386
MST4	NM_016542	X	131157244	131209971
TMEM176B	NM_014020	7	150488375	150498448
TSPAN19	NM_001100917	12	85408093	85430055
TDRD10	NM_001098475	1	154474694	154520623
WNK4	NM_032387	17	40932648	40949084
TUBB6	NM_032525	18	12308256	12326568
FAXDC2	NM_032385	5	154198051	154230213
HPS3	NM_032383	3	148847370	148891305
COG8	NM_032382	16	69362523	69373526
GFM2	NM_032380	5	74017030	74063042
SYTL2	NM_206927	11	85405264	85522178
EEF1D	NM_032378	8	144661866	144679845
POPDC2	NM_022135	3	119360907	119379404
GAL3ST2	NM_022134	2	242716239	242743702
SNX16	NM_022133	8	82711817	82754521
MCCC2	NM_022132	5	70883114	70954530
AURKAIP1	NM_017900	1	1309109	1310818
GPBP1	NM_022913	5	56469774	56560506
LEPREL1	NM_018192	3	189674516	189840226
TBCCD1	NM_001134415	3	186263855	186288332
VAV2	NM_001134398	9	136627015	136857446
GIPR	NM_000164	19	46171501	46185717
SLAMF1	NM_003037	1	160579890	160617081
APH1B	NM_031301	15	63569748	63601325
METTL7A	NM_014033	12	51318533	51326300
SLC27A6	NM_001017372	5	128301209	128369335
GIT1	NM_001085454	17	27900486	27916610
IARS2	NM_018060	1	220267454	220321383
UTY	NM_001258249	Y	15360258	15592550
TMEM200A	NM_052913	6	130687425	130764210
SAMD3	NM_001258275	6	130465446	130686570
MAGIX	NM_001099680	X	49019180	49023836
EYS	NM_001142800	6	64429875	66417118
IDNK	NM_001256915	9	86237963	86259045
ZNF502	NM_033210	3	44754134	44765323
IGFBP3	NM_001013398	7	45951843	45960871
CHRNA3	NM_000743	15	78885394	78913637
CHRNA2	NM_000742	8	27317277	27336813
CTNNAL1	NM_003798	9	111704850	111775764
HIST1H2BO	NM_003527	6	27861202	27861669
CAPN5	NM_004055	11	76777991	76837198
MAP3K14	NM_003954	17	43340487	43394414
RELN	NM_005045	7	103112230	103629963
GAK	NM_005255	4	843064	926174
CAPZB	NM_001206540	1	19665266	19812066
PLK1	NM_005030	16	23690200	23701688
DLX6	NM_005222	7	96635289	96640352
DNAJC4	NM_005528	11	63997752	64001753
HSPA1L	NM_005527	6	31777395	31782835
GMFG	NM_004877	19	39818998	39826726
GSG1	NM_001080554	12	13236470	13256630
RNF213	NM_001256071	17	78234659	78372581
TTC23	NM_001040655	15	99676527	99789815
ZXDC	NM_001040653	3	126156443	126194762
UGT1A6	NM_001072	2	234600320	234681951
VCAM1	NM_001078	1	101185195	101204601
BPI	NM_001725	20	36932551	36965905
BPGM	NM_199186	7	134331530	134364567
NREP	NM_001142483	5	111064999	111312628
SERPINA6	NM_001756	14	94770584	94789688
DLAT	NM_001931	11	111895537	111935002
FPR3	NM_002030	19	52298410	52329334
FPR1	NM_001193306	19	52249022	52255150
DHPS	NM_001930	19	12786530	12792701
CFD	NM_001928	19	859664	863610
FNTB	NM_002028	14	65453506	65529370
FNTA	NM_002027	8	42911441	42940932
CBFB	NM_001755	16	67063049	67134958
RUNX1	NM_001001890	21	36160097	36421595
CAT	NM_001752	11	34460471	34493607
CAMK4	NM_001744	5	110559946	110820748
C5	NM_001735	9	123714613	123812554
DEFA6	NM_001926	8	6782215	6783598
DEFA4	NM_001925	8	6793344	6795786
AFF2	NM_002025	X	147582138	148082193
GADD45A	NM_001924	1	68150859	68154021
FMOD	NM_002023	1	203309751	203320289
DDB1	NM_001923	11	61066918	61100684
NFASC	NM_001005388	1	204797781	204991950
WASF1	NM_003931	6	110421021	110501207
EDN1	NM_001955	6	12290528	12297427
OSMR	NM_003999	5	38845959	38935743
NSUN5	NM_018044	7	72716513	72722864
GRK6	NM_002082	5	176853686	176869850
STAMBP	NM_213622	2	74056042	74094295
RBCK1	NM_031229	20	388708	411610
SPAG5	NM_006461	17	26904582	26926056
ERLIN1	NM_006459	10	101909846	101945814
GHRH	NM_021081	20	35879489	35885299
DPEP1	NM_004413	16	89679715	89704839
LIPA	NM_001127605	10	90973325	91011660
CPSF7	NM_024811	11	61170119	61197464
CNGA1	NM_001142564	4	47937993	48014961
RRNAD1	NM_015997	1	156698262	156706752
HMMR	NM_001142556	5	162887516	162918953
ADCK4	NM_024876	19	41197433	41222790
TRMT1	NM_017722	19	13215713	13227563
WDR47	NM_001142550	1	109512837	109584850
STARD13	NM_001243476	13	33677271	34250932
HTR3C	NM_130770	3	183770834	183778461
PAX3	NM_181458	2	223064605	223163715
SGK196	NM_032237	8	42948648	42978323
CMTM1	NM_052999	16	66600293	66613038
PCDH19	NM_001184880	X	99546641	99665271
XAGE1E	NM_001097604	X	52238809	52546197
RGS10	NM_001005339	10	121259338	121302222
MARCH2	NM_016496	19	8478186	8503899
PLSCR4	NM_001128304	3	145910123	145968966
CLTA	NM_007096	9	36190852	36212059
RREB1	NM_001003699	6	7107829	7252213
RAD18	NM_020165	3	8918879	9005159
SEMA3G	NM_020163	3	52467267	52479043
DHX33	NM_020162	17	5344231	5372380
C2orf83	NM_001162483	2	228474805	228498036
MEIS3	NM_020160	19	47906374	47922785
CEP63	NM_025180	3	134204574	134293855
NINL	NM_025176	20	25433337	25566153
PREX2	NM_024870	8	68864602	69143897
ELL3	NM_025165	15	44064797	44069502
SIK3	NM_025164	11	116714117	116968993
CARS	NM_001194997	11	3022151	3078681
DBNL	NM_001122956	7	44084238	44101315
TSPAN11	NM_001080509	12	31079837	31149537
PAFAH2	NM_000437	1	26286257	26324648
OXCT1	NM_000436	5	41730166	41870791
NOTCH3	NM_000435	19	15270443	15311792
BTG1	NM_001731	12	92534053	92539673
BTC	NM_001729	4	75671447	75719882
BSG	NM_001728	19	571276	583493
COX4I2	NM_032609	20	30225690	30232800
FAM71F1	NM_032599	7	128355442	128371797
SPATA22	NM_001170699	17	3343305	3375142
MYO18B	NM_032608	22	26138119	26427007
MS4A14	NM_001261828	11	60163486	60185228
SERPINB1	NM_030666	6	2832565	2842283
MAP2K2	NM_030662	19	4090319	4124126
CAPS2	NM_032606	12	75669758	75723836
PPP1R9B	NM_032595	17	48211100	48227877
ABHD1	NM_032604	2	27346656	27353680
INSM2	NM_032594	14	36003247	36006260
HINT2	NM_032593	9	35812956	35815042
LOXL3	NM_032603	2	74759945	74781062
GJA10	NM_032602	6	90604187	90605819
ACCS	NM_032592	11	44087728	44105569
SLC9A7	NM_001257291	X	46458685	46618607
MCEE	NM_032601	2	71336805	71357394
KDM2B	NM_032590	12	121866899	122018920
ASCC2	NM_032204	22	30184596	30234293
C15orf57	NM_001080791	15	40845297	40857252
CNBP	NM_001127192	3	128886657	128902810
HMOX2	NM_001127204	16	4524718	4560348
ISLR2	NM_001130136	15	74421714	74429143
RFC5	NM_181578	12	118454505	118470042
RPUSD4	NM_032795	11	126071988	126081587
PHB2	NM_001144831	12	7074514	7079916
NUDT8	NM_181843	11	67395408	67397408
ZBTB12	NM_181842	6	31867393	31869769
ETV7	NM_001207037	6	36321997	36355577
RBM34	NM_015014	1	235294497	235324571
TSPYL4	NM_021648	6	116571130	116575261
TUBG1	NM_001070	17	40761357	40767256
MLNR	NM_001507	13	49794473	49796513
CD1C	NM_001765	1	158259562	158264564
CD1A	NM_001763	1	158223926	158228058
CCT6A	NM_001762	7	56119377	56131682
CCNF	NM_001761	16	2479394	2508859
EAPP	NM_018453	14	34985134	35008943
C11orf34	NM_001145024	11	112118875	112131583
C21orf62	NM_001162495	21	34162983	34186053
TMEM189	NM_199129	20	48740273	48770335
OGDH	NM_002541	7	44646120	44748669
MTFR1	NM_014637	8	66556887	66622798
BMP1	NM_006129	8	22022652	22069840
FST	NM_006350	5	52776263	52782304
COG5	NM_001161520	7	106842188	107204959
PPIH	NM_006347	1	43124047	43142429
CD200	NM_001004196	3	112051915	112081658
SLC30A9	NM_006345	4	41992522	42089551
CRIPT	NM_014171	2	46844324	46852881
CHMP4A	NM_014169	14	24678786	24683036
GTPBP8	NM_014170	3	112709799	112720221
METTL5	NM_014168	2	170668267	170681353
CCDC59	NM_014167	12	82746082	82752199
MED4	NM_014166	13	48649863	48669277
NDUFAF4	NM_014165	6	97337186	97345767
FXYD5	NM_144779	19	35645624	35660788
MRPL18	NM_014161	6	160211491	160219461
MKRN2	NM_014160	3	12598512	12625210
BAG1	NM_004323	9	33252469	33264759
S100A1	NM_006271	1	153600872	153604513
MAN1A2	NM_006699	1	117910084	118068320
GLO1	NM_006708	6	38643701	38670952
BRD8	NM_139199	5	137475458	137514358
GPAT2	NM_207328	2	96687693	96700727
CDPF1	NM_207327	22	46639909	46646193
DPY19L3	NM_207325	19	32896654	32976799
C2CD4A	NM_207322	15	62359175	62363116
C10orf129	NM_207321	10	96953956	96988686
OTUD6A	NM_207320	X	69282340	69284029
FAM199X	NM_207318	X	103411155	103440582
ZNF474	NM_207317	5	121465214	121489266
TMEM207	NM_207316	3	190146443	190167665
CMPK2	NM_207315	2	6980683	7005950
TMEM132E	NM_207313	17	32907767	32966337
HSPA14	NM_001278205	10	14880158	14913740
RGS9BP	NM_207391	19	33166312	33169206
KLHL8	NM_020803	4	88082213	88141674
VAMP3	NM_004781	1	7831328	7841492
EPHB2	NM_004442	1	23037330	23241823
PDPN	NM_006474	1	13910251	13944452
HEXIM1	NM_006460	17	43224683	43229468
NPC2	NM_006432	14	74946642	74960084
CREB5	NM_182898	7	28338939	28865511
RAPGEF5	NM_012294	7	22157907	22396533
FBXL7	NM_012304	5	15500304	15939900
PXDN	NM_012293	2	1635658	1748291
LPHN2	NM_012302	1	82266081	82458107
HMHA1	NM_012292	19	1065921	1086627
HSH2D	NM_032855	19	16244837	16269377
ITIH5	NM_030569	10	7601231	7708961
DMRTA2	NM_032110	1	50883222	50889119
TEX13A	NM_031274	X	104463610	104465358
NUDT18	NM_024815	8	21964382	21966932
ALG9	NM_001077691	11	111652918	111742305
NPEPL1	NM_024663	20	57264186	57290900
TPSB2	NM_024164	16	1278335	1280185
AIDA	NM_022831	1	222841354	222885864
ST14	NM_021978	11	130029681	130080257
RSPO4	NM_001029871	20	939095	982907
RGPD6	NM_001123363	2	110550334	111336309
AFTPH	NM_203437	2	64751438	64820138
FOXP1	NM_001244808	3	71003864	71633140
HDAC8	NM_001166419	X	71549365	71792953
SSX2IP	NM_001166417	1	85109389	85156240
EHHADH	NM_001166415	3	184908411	184971886
VSIG4	NM_001184830	X	65241579	65259967
UBAP1	NM_001171203	9	34179002	34252521
FAM9A	NM_001171186	X	8758836	8769424
EFCAB9	NM_001171183	5	171621175	171630458
CENPL	NM_001127181	1	173768687	173793777
CLDN2	NM_001171092	X	106143393	106174091
CLCN2	NM_004366	3	184063972	184079439
CAMTA2	NM_001171167	17	4871286	4890960
PHF14	NM_014660	7	11013498	11147376
DISP1	NM_032890	1	222988430	223179337
ARHGEF16	NM_014448	1	3371146	3397677
ST5	NM_005418	11	8714898	8932498
POLB	NM_002690	8	42195972	42229331
SMS	NM_004595	X	21958690	22012955
HIST3H2A	NM_033445	1	228645064	228645560
TMEM147	NM_001242597	19	36036501	36038429
OPRL1	NM_182647	20	62711470	62731996
CPEB2	NM_001177382	4	15004297	15071777
AGBL4	NM_032785	1	48998526	50489626
HAVCR2	NM_032782	5	156512842	156536248
PTPN5	NM_006906	11	18749474	18813389
NT5C1B-RDH14	NM_001199104	2	18735988	18770846
MDH1	NM_005917	2	63815742	63834330
BAIAP3	NM_003933	16	1383605	1399442
SCNN1G	NM_001039	16	23194039	23228200
TPD52L3	NM_033516	9	6328348	6331900
DAZ4	NM_001005375	Y	25275501	27053187
IFLTD1	NM_001145727	12	25629015	25801496
PAK6	NM_001276718	15	40509628	40569688
OPN5	NM_181744	6	47749774	47794116
GON4L	NM_001037533	1	155719509	155826972
CASP1	NM_001257118	11	104896236	104905884
FBXW7	NM_033632	4	153242409	153456393
COMMD7	NM_053041	20	31290492	31331814
SLC41A3	NM_017836	3	125725199	125820391
COL4A6	NM_033641	X	107398836	107682704
IFT46	NM_020153	11	118415242	118436791
MAP3K7CL	NM_020152	21	30452872	30548202
SH3D19	NM_001009555	4	152041432	152149182
PPIAL4D	NM_001164261	1	148201751	148806799
SLX1A	NM_001014999	16	29465821	30208887
NUP160	NM_015231	11	47799669	47870057
MMP28	NM_024302	17	34092875	34122640
SUSD4	NM_017982	1	223394160	223537544
TCHP	NM_032300	12	110338078	110355874
ADRA1A	NM_033303	8	26605666	26722922
TIMM50	NM_001001563	19	39971051	39981528
HNRNPD	NM_031370	4	83274466	83295149
CD36	NM_001001548	7	80231503	80308593
TARP	NM_001003799	7	38299243	38313248
TNNT2	NM_001276347	1	201328135	201346828
CDK5RAP1	NM_016408	20	31946644	31989375
KCNIP3	NM_013434	2	95963071	96051825
AADACL3	NM_001103170	1	12776117	12788726
ZGLP1	NM_001103167	19	10415478	10420233
MEPE	NM_001184697	4	88742562	88767968
UBE2E1	NM_003341	3	23847383	23933131
RETN	NM_020415	19	7733971	7735340
PGR	NM_000926	11	100900354	101000544
ZNF816-ZNF321P	NM_001202473	19	53430387	53466164
GBAS	NM_001483	7	56032269	56067875
EIF6	NM_181468	20	33866708	33872619
HSP90AB1	NM_001271969	6	44213902	44221625
TRABD2A	NM_001277053	2	85048790	85108369
TP53	NM_001126114	17	7571719	7590868
C11orf74	NM_001276722	11	36616042	36680841
LCA5L	NM_152505	21	40777769	40816128
C20orf196	NM_152504	20	5731042	5844559
DCST1	NM_152494	1	155006281	155023406
CASP8AP2	NM_012115	6	90539618	90584155
SERPINF2	NM_000934	17	1646129	1658559
ZNF182	NM_001178099	X	47834249	47863394
CTSL2	NM_001333	9	99791958	99801925
SEC22C	NM_032970	3	42589458	42642572
PLRG1	NM_002669	4	155456148	155471585
ZNF821	NM_001201552	16	71893582	71918093
OR6A2	NM_003696	11	6815755	6817139
FAM21B	NM_018232	10	47894022	51893269
C11orf16	NM_020643	11	8941622	8954553
AKIP1	NM_020642	11	8932700	8941626
TXNDC16	NM_020784	14	52897307	53019301
OSBPL8	NM_020841	12	76745577	76953589
OR4F17	NM_001005240	19	110678	111596
RASGRF1	NM_002891	15	79252288	79383215
FCGR2B	NM_004001	1	161632904	161648444
GLYATL3	NM_001010904	6	49467670	49495777
C12orf29	NM_001009894	12	88429267	88443937
CHCHD7	NM_001011667	8	57124314	57131176
HSDL2	NM_032303	9	115142188	115234685
PSMG3	NM_032302	7	1606969	1609668
FBXW9	NM_032301	19	12799729	12807455
SGIP1	NM_032291	1	66999824	67210768
PRKAA1	NM_206907	5	40759480	40798297
ZNF595	NM_182524	4	53226	88099
NCAM1	NM_001242607	11	112831968	113149158
TAZ	NM_000116	X	153639876	153650063
MMP17	NM_016155	12	132312940	132336316
RAB4B	NM_016154	19	41284123	41302849
HSFX1	NM_016153	X	148674182	148858517
ARAP2	NM_015230	4	36067619	36245979
TAOK2	NM_016151	16	29985187	30003582
ASB2	NM_001202429	14	94400498	94443076
SHANK1	NM_016148	19	51165083	51220195
GABRA2	NM_001114175	4	46251580	46392056
PPFIBP2	NM_003621	11	7534995	7674996
MCUR1	NM_001031713	6	13786780	13814792
RBM44	NM_001080504	2	238707387	238751451
SV2A	NM_014849	1	149874871	149889434
CHD9	NM_025134	16	53088944	53361414
TMEM229A	NM_001136002	7	123670969	123673523
GK5	NM_001039547	3	141876368	141944449
S100A13	NM_001024210	1	153591275	153606568
ERP29	NM_006817	12	112451151	112461024
DMAP1	NM_019100	1	44679124	44686351
