Chromosome	Start	End	Gene	Canonical
1	1292390	1307930	ACAP3	NM_030649
1	1253911	1273854	UBE2J2	NM_194458
1	1242452	1246722	C1QTNF12	NM_001014980
1	1216930	1232001	SDF4	NM_016547
1	1280435	1292025	SCNN1D	NM_001130413
1	1232236	1235040	B3GALT6	NM_080605
1	1373735	1375207	AURKAIP1	NM_001127229
1	1335277	1349418	DVL1	NM_001330311
1	1418419	1421444	ANKRD65	NM_001145210
1	1385710	1399335	CCNL2	NM_001320153
1	1311584	1324687	INTS11	NM_001256456
1	1426127	1427787	TMEM88B	NM_001146685
1	1331279	1335314	TAS1R3	NM_152228
1	1352690	1361799	MXRA8	NM_001282583
1	1401908	1407293	MRPL20	NM_001318485
1	1324801	1328896	CPTP	NM_001029885
1	1534777	1540624	TMEM240	NM_001114748
1	1449688	1470162	ATAD3C	NM_001039211
1	1477848	1497848	ATAD3B	NM_001317238
1	1512161	1534685	ATAD3A	NM_018188
1	1632172	1634654	MMP23B	NM_006983
1	1635224	1659004	CDK11B	NM_033489
1	1598011	1600135	FNDC10	NM_001242659
1	1615499	1630605	MIB2	NM_080875
1	1661477	1692795	SLC35E2B	NM_001290264
1	1751231	1780031	NADK	NM_001198994
1	1727384	1745999	SLC35E2A	NM_182838
1	1915259	1917296	CALML6	NM_138705
1	1917590	1919279	TMEM52	NM_178545
1	2019344	2030758	GABRD	NM_000815
1	2189548	2212720	FAAP20	NM_001282670
1	2228318	2310213	SKI	NM_003036
1	2403973	2413827	PEX10	NM_001374426
1	2391840	2405436	RER1	NM_007033
1	2586776	2591468	PRXL2B	NM_001195736
1	2508536	2526596	PANK4	NM_018216
1	2556364	2565622	TNFRSF14	NM_003820
1	2528744	2530263	HES5	NM_001010926
1	3021466	3022903	ACTRT2	NM_080431
1	3454664	3481113	ARHGEF16	NM_014448
1	3625014	3630127	TPRG1L	NM_182752
1	3630769	3650103	WRAP73	NM_017818
1	3772748	3775956	SMIM1	NM_001163724
1	3778558	3796498	LRRC47	NM_020710
1	3752449	3771645	CCDC27	NM_152492
1	3857266	3885429	DFFB	NM_001282669
1	3812085	3857211	CEP104	NM_014704
1	3889132	3900272	C1orf174	NM_207356
1	6244178	6245578	HES3	NM_001024598
1	6185019	6199595	RPL22	NM_000983
1	6221192	6235964	ICMT	NM_012405
1	6247352	6261098	GPR153	NM_207370
1	6206118	6221299	RNF207	NM_207396
1	6415233	6419919	HES2	NM_019089
1	6466091	6485469	PLEKHG5	NM_001265593
1	6460785	6466173	TNFRSF25	NM_003790
1	6424775	6460944	ESPN	NM_031475
1	6579993	6589280	ZBTB48	NM_005341
1	6590723	6602869	KLHL21	NM_001324309
1	6555306	6579755	TAS1R1	NM_138697
1	6625149	6635586	THAP3	NM_138350
1	6613730	6624030	PHF13	NM_153812
1	7784290	7845177	PER3	NM_001289864
1	7847611	7853491	UTS2	NM_021995
1	7771295	7781432	VAMP3	NM_004781
1	7915870	7940839	TNFRSF9	NM_001561
1	7961710	7985505	PARK7	NM_007262
1	8011726	8026309	ERRFI1	NM_018948
1	8318113	8344165	SLC45A1	NM_001379614
1	8860999	8878686	ENO1	NM_001201483
1	8945867	8975089	CA6	NM_001215
1	9003299	9026345	SLC2A7	NM_207420
1	9100304	9129102	GPR157	NM_024980
1	9234773	9271335	H6PD	NM_004285
1	9588910	9604949	TMEM201	NM_001010866
1	9729020	9824526	CLSTN1	NM_014944
1	9926292	9943391	LZIC	NM_032368
1	9848275	9910269	CTNNBIP1	NM_020248
1	9997227	10016021	RBP7	NM_052960
1	10456521	10472529	DFFA	NM_004401
1	10399063	10420511	PGD	NM_001304452
1	10430749	10452153	CENPS-CORT	NM_001243768
1	10450030	10451998	CORT	NM_001302
1	10430432	10442808	CENPS	NM_199294
1	10946472	10982037	C1orf127	NM_001170754
1	11054589	11060018	SRM	NM_003132
1	11012653	11025492	TARDBP	NM_007375
1	11066618	11099869	EXOSC10	NM_001001998
1	11026522	11047239	MASP2	NM_006610
1	11189354	11195981	ANGPTL7	NM_021146
1	11273197	11299571	UBIAD1	NM_001330349
1	11654856	11663327	FBXO44	NM_001014765
1	11648386	11654429	FBXO2	NM_012168
1	11736084	11750771	AGTRAP	NM_001040197
1	11674479	11691621	MAD2L2	NM_001127325
1	11691709	11725857	DRAXIN	NM_198545
1	11762192	11789585	C1orf167	NM_001010881
1	11845709	11847783	NPPA	NM_006172
1	11806190	11843130	CLCN6	NM_001286
1	11857463	11858945	NPPB	NM_002521
1	11919590	11926427	KIAA2013	NM_138346
1	12019497	12032045	MIIP	NM_021933
1	11934716	11975537	PLOD1	NM_001316320
1	11980180	12013515	MFN2	NM_001127660
1	12063302	12144207	TNFRSF8	NM_001243
1	12644084	12667076	AADACL4	NM_001013630
1	12746199	12763699	C1orf158	NM_152290
1	12716109	12728760	AADACL3	NM_001103170
1	12791396	12796628	PRAMEF1	NM_023013
1	12773737	12777905	PRAMEF12	NM_001080830
1	12824604	12831410	PRAMEF11	NM_001146344
1	12938471	12947580	PRAMEF6	NM_001010889
1	12847376	12848720	HNRNPCL1	NM_001013631
1	12879211	12886201	PRAMEF4	NM_001009611
1	12857085	12861909	PRAMEF2	NM_023014
1	12892895	12898270	PRAMEF10	NM_001039361
1	12916646	12920480	PRAMEF7	NM_001012277
1	13049475	13056575	PRAMEF27	NM_001300891
1	13073677	13077884	PRAMEF26	NM_001306072
1	13073677	13078038	PRAMEF25	NM_001310134
1	13060768	13062873	HNRNPCL3	NM_001382358
1	13061160	13062873	HNRNPCL4	NM_001302551
1	13115487	13116854	HNRNPCL2	NM_001136561
1	13175280	13179132	PRAMEF9	NM_001010890
1	13223331	13226112	PRAMEF22	NM_001100631
1	13196187	13201409	PRAMEF13	NM_001291380
1	13222694	13226154	PRAMEF18	NM_001099850
1	13254176	13263435	PRAMEF5	NM_001013407
1	13281303	13285137	PRAMEF8	NM_001012276
1	13303538	13308907	PRAMEF33	NM_001291381
1	13341891	13347134	PRAMEF14	NM_001024661
1	13315580	13322598	PRAMEF15	NM_001098376
1	13389631	13392629	PRAMEF17	NM_001099851
1	13410449	13421328	PRAMEF20	NM_001099852
1	13583756	13617957	PDPN	NM_198389
1	15409887	15430339	EFHD2	NM_024329
1	15438442	15449242	CTRC	NM_007272
1	15491400	15524790	CASP9	NM_032996
1	15526847	15571733	DNAJC16	NM_015291
1	15476103	15491394	CELA2B	NM_015849
1	15571698	15585051	AGMAT	NM_024758
1	15659712	15662030	RSC1A1	NM_006511
1	15617457	15669044	DDI2	NM_032341
1	15756637	15786589	FBLIM1	NM_001350151
1	15742498	15747982	TMEM82	NM_001013641
1	15807161	15807699	UQCRHL	NM_001089591
1	15736257	15741392	SLC25A34	NM_207348
1	15941868	15976132	ZBTB17	NM_001287603
1	16057768	16073651	FAM131C	NM_182623
1	16022035	16034050	CLCNKA	NM_004070
1	16014028	16019594	HSPB7	NM_001349682
1	16043781	16057308	CLCNKB	NM_000085
1	16004235	16008807	SRARP	NM_178840
1	16124336	16156069	EPHA2	NM_004431
1	16197853	16212652	ARHGEF19	NM_153213
1	16231691	16237183	CPLANE2	NM_030907
1	16398642	16437424	SPATA21	NM_001353349
1	16440723	16460078	NECAP2	NM_018090
1	16562322	16613564	NBPF1	NM_017940
1	16754633	16764480	MST1L	NM_001271733
1	16985957	17011928	ATP13A2	NM_022089
1	16974503	16980678	MFAP2	NM_001135248
1	16921930	16972960	CROCC	NM_014675
1	17066760	17119451	PADI2	NM_007365
1	17205127	17246007	PADI1	NM_013358
1	17249097	17284232	PADI3	NM_016233
1	17308196	17364004	PADI4	NM_012387
1	17372195	17401699	PADI6	NM_207421
1	18839598	18859660	TAS1R2	NM_152232
1	18904279	18956676	IFFO2	NM_001136265
1	19215660	19251524	EMC1	NM_001375820
1	19251804	19260128	MRTO4	NM_016183
1	19312325	19329300	SLC66A1	NM_001040125
1	19282572	19288770	AKR7A3	NM_012067
1	19302707	19312146	AKR7A2	NM_001320979
1	19645765	19658456	NBL1	NM_001204086
1	19596978	19629820	MICOS10	NM_001204083
1	19596978	19658452	MICOS10-NBL1	NM_001204088
1	19664874	19680966	HTR6	NM_000871
1	19814028	19815283	RNF186	NM_019062
1	19882394	19912944	OTUD3	NM_015207
1	19975434	19980434	PLA2G2A	NM_000300
1	20139322	20150381	PLA2G2F	NM_022819
1	20111940	20119536	PLA2G2D	NM_012400
1	20070193	20091911	PLA2G5	NM_000929
1	20186095	20196050	UBXN10	NM_152376
1	20499447	20508151	MUL1	NM_024544
1	20482390	20486210	CAMK2N1	NM_018584
1	20552572	20555020	FAM43B	NM_207334
1	20589096	20618903	CDA	NM_001785
1	20633457	20651511	PINK1	NM_032409
1	20651777	20661369	DDOST	NM_005216
1	20740265	20786652	HP1BP3	NM_001376788
1	20719730	20732703	SH2D5	NM_001103161
1	21440136	21484900	NBPF3	NM_001377495
1	21551269	21578410	ALPL	NM_001369803
1	21812264	21825223	LDLRAD2	NM_001013693
1	22001656	22012542	CELA3A	NM_005747
1	21977021	21989354	CELA3B	NM_007352
1	22052708	22101360	CDC42	NM_001039802
1	22117312	22143097	WNT4	NM_030761
1	22451850	22531157	ZBTB40	NM_001083621
1	22643632	22648108	C1QC	NM_001347619
1	22636761	22639682	C1QA	NM_001347466
1	22563488	22603595	EPHA8	NM_020526
1	22653235	22661636	C1QB	NM_001371184
1	22953042	22972866	LACTBL1	NM_001289974
1	23010833	23015852	TEX46	NM_001242521
1	23084030	23168856	LUZP1	NM_033631
1	23380908	23424748	TCEA3	NM_003196
1	23359447	23369836	ZNF436	NM_001077195
1	23557925	23559501	ID3	NM_002167
1	23506437	23531233	E2F2	NM_004091
1	23691805	23696835	RPL11	NM_000975
1	23795598	23800578	GALE	NM_000403
1	23743365	23762059	ELOA	NM_003198
1	23791144	23795539	LYPLA2	NM_007260
1	23801884	23825429	HMGCL	NM_000191
1	23778417	23788232	PITHD1	NM_020362
1	23964346	23980327	SRSF10	NM_054016
1	23870515	23913362	CNR2	NM_001841
1	23959827	23963459	PNRC2	NM_017761
1	24056040	24112135	MYOM3	NM_152372
1	24119770	24143140	IL22RA1	NM_021258
1	24154171	24187289	IFNLR1	NM_170743
1	24319356	24355318	GRHL3	NM_001195010
1	24415749	24472983	NIPAL3	NM_001322855
1	24556086	24609327	NCMAP	NM_001010980
1	24643301	24673281	SRRM1	NM_001366568
1	25222275	25232502	SYF2	NM_015484
1	25362248	25420914	RHCE	NM_020485
1	25338333	25362361	TMEM50A	NM_014313
1	25430896	25500207	MACO1	NM_018202
1	25800192	25818221	SELENON	NM_020451
1	25834005	25859457	AUNIP	NM_024037
1	25884178	25906419	STMN1	NM_001145454
1	25861483	25875708	PAQR7	NM_178422
1	26037251	26046118	SLC30A2	NM_001004434
1	26051300	26067630	TRIM63	NM_032588
1	26021774	26036463	EXTL1	NM_004455
1	25959766	25998063	PAFAH2	NM_000437
1	26111823	26125555	PDIK1L	NM_001243533
1	26164100	26168963	C1orf232	NM_001364669
1	26159078	26163962	FAM110D	NM_024869
1	26169907	26170873	ZNF593	NM_015871
1	26177490	26189884	CNKSR1	NM_001297647
1	26190601	26202964	CATSPER4	NM_198137
1	26280085	26281522	SH3BGRL3	NM_031286
1	26234199	26278808	CEP85	NM_022778
1	26317957	26320523	CD52	NM_001803
1	26282281	26306704	UBXN11	NM_183008
1	26432281	26471304	DHDDS	NM_001319959
1	26361633	26372794	ZNF683	NM_001307925
1	26410816	26429728	LIN28A	NM_024674
1	26529760	26575025	RPS6KA1	NM_002953
1	26788187	26800659	PIGV	NM_001202554
1	26826687	26857604	ZDHHC18	NM_032283
1	26863148	26864456	SFN	NM_006142
1	26890487	26900467	GPATCH3	NM_022078
1	26949561	26960468	KDF1	NM_152365
1	26876131	26890283	GPN2	NM_018066
1	26921742	26946871	NUDC	NM_006600
1	26911488	26913975	NR0B2	NM_021969
1	27005019	27012850	TENT5B	NM_052943
1	27355183	27366961	MAP3K6	NM_004672
1	27369109	27374824	FCN3	NM_003665
1	27342021	27353932	SYTL1	NM_001193308
1	27322144	27336400	TMEM222	NM_032125
1	27379175	27383333	CD164L2	NM_207397
1	27404229	27490167	WASF2	NM_006990
1	27612063	27626597	FGR	NM_001042729
1	27534244	27604144	AHDC1	NM_001371928
1	27725960	27763116	FAM76A	NM_001143912
1	27666063	27672192	IFI6	NM_022873
1	27830781	27851675	PPP1R8	NM_138558
1	27872543	27886675	THEMIS2	NM_001105556
1	27891525	27914797	RPA2	NM_001286076
1	27934999	27959152	SMPDL3B	NM_001304579
1	27959972	27968093	XKR8	NM_018053
1	28200278	28233029	DNAJC8	NM_014280
1	28236090	28238105	ATP5IF1	NM_178191
1	28259517	28282491	SESN2	NM_031459
1	28329039	28335965	MED18	NM_017638
1	28506042	28538989	RCC1	NM_001381865
1	28592264	28595449	RAB42	NM_001193532
1	28602849	28643067	TAF12	NM_001135218
1	28736620	28769775	YTHDF2	NM_001173128
1	29119424	29122501	TMEM200B	NM_001171868
1	29147744	29181900	SRSF4	NM_005626
1	29236521	29326800	PTPRU	NM_005704
1	30732468	30757774	LAPTM5	NM_006762
1	30711276	30723585	MATN1	NM_002379
1	30869465	30908758	SDC3	NM_014654
1	31259567	31296788	SNRNP40	NM_004814
1	31365252	31373288	FABP3	NM_001320996
1	31413812	31434678	SERINC2	NM_001199039
1	31576514	31587686	TINAGL1	NM_022164
1	31652263	31704017	COL16A1	NM_001856
1	31629861	31644617	PEF1	NM_001359651
1	31617688	31627613	HCRTR1	NM_001525
1	31727116	31764340	ADGRB2	NM_001364857
1	31790421	31816051	SPOCD1	NM_144569
1	31906420	31938368	PTP4A2	NM_080391
1	32072030	32102866	TMEM39B	NM_001319677
1	32013867	32043876	KHDRBS1	NM_006559
1	32209093	32216196	DCDC2B	NM_001099434
1	32180064	32198285	TXLNA	NM_001376857
1	32221583	32231604	EIF3I	NM_003757
1	32200594	32205387	CCDC28B	NM_001301011
1	32205670	32208682	IQCC	NM_001160042
1	32216199	32222353	TMEM234	NM_019118
1	32274110	32286167	LCK	NM_001042771
1	32292082	32333626	HDAC1	NM_004964
1	32361269	32362243	FAM229A	NM_001167676
1	32247221	32248856	FAM167B	NM_032648
1	32362538	32364309	TSSK3	NM_052841
1	32333838	32336233	MARCKSL1	NM_023009
1	32465071	32496685	ZBTB8B	NM_001145720
1	32539426	32605941	ZBTB8A	NM_001040441
1	32679905	32702770	SYNC	NM_030786
1	32651207	32686211	RBBP4	NM_005610
1	32817441	32858879	S100PBP	NM_001256121
1	32775238	32818032	YARS1	NM_003680
1	32886490	32894646	HPCA	NM_002143
1	32862267	32872484	FNDC5	NM_001171941
1	32936448	32964809	RNF19B	NM_001127361
1	33081152	33123492	AZIN2	NM_052998
1	33306765	33321098	A3GALT2	NM_001080438
1	33472644	33501639	ZSCAN20	NM_001377376
1	33860474	33864791	HMGB4	NM_145205
1	34792998	34795747	GJA4	NM_002060
1	34755046	34758512	GJB5	NM_005268
1	34850361	34859045	SMIM12	NM_001164824
1	34781213	34786364	GJB3	NM_024009
1	34759739	34762327	GJB4	NM_153212
1	34865435	34929650	DLGAP3	NM_001080418
1	34981525	34985347	TMEM35B	NM_001195156
1	35059785	35115858	ZMYM1	NM_001289088
1	35182935	35193145	SFPQ	NM_005066
1	35557798	35566779	NCDN	NM_014284
1	35599540	35641526	PSMB2	NM_002794
1	35573313	35595326	TFAP2E	NM_178548
1	35732111	35769978	CLSPN	NM_022111
1	35713875	35716911	C1orf216	NM_001348691
1	35808015	35857889	AGO4	NM_017629
1	36136571	36149486	TRAPPC3	NM_001270896
1	36095238	36125222	COL8A2	NM_005202
1	36084093	36088275	TEKT2	NM_014466
1	36088891	36093932	ADPRS	NM_017825
1	36224442	36305356	THRAP3	NM_001321471
1	36322029	36324154	EVA1B	NM_018166
1	36339627	36385924	STK40	NM_032017
1	36393435	36397908	LSM10	NM_032881
1	36466042	36483314	CSF3R	NM_156039
1	36455717	36464384	MRPS15	NM_031280
1	37474579	37484377	ZC3H12A	NM_001323551
1	37489960	37514766	MEAF6	NM_022756
1	37556939	37566857	DNALI1	NM_003462
1	37566811	37595985	GNL2	NM_001323623
1	37534448	37554293	SNIP1	NM_024700
1	37692515	37709719	CDCA8	NM_001256875
1	37681569	37692242	C1orf109	NM_001350758
1	37809574	37859592	MTF1	NM_005955
1	37794101	37801606	MANEAL	NM_001113482
1	37807789	37809454	C1orf122	NM_198446
1	37802944	37808208	YRDC	NM_024640
1	37956979	37990022	SF3A3	NM_006802
1	37996769	38005514	FHL3	NM_004468
1	38043828	38046793	POU3F1	NM_002699
1	38012733	38024820	UTP11	NM_016037
1	38838199	38859772	RRAGC	NM_022157
1	38874068	38881587	GJA9	NM_030772
1	38862494	38873348	MYCBP	NM_012333
1	38991275	39006059	AKIRIN1	NM_024595
1	39026294	39034636	NDUFS5	NM_001184979
1	39409072	39416482	KIAA0754	NM_015038
1	39560815	39576790	PABPC4	NM_001135653
1	39491635	39529869	BMP8A	NM_181809
1	39678647	39691485	HPCAL4	NM_001282396
1	39623434	39639643	HEYL	NM_014571
1	39659120	39672038	NT5C1A	NM_032526
1	39738881	39756769	PPIE	NM_006112
1	39757181	39788865	BMP8B	NM_001720
1	39769522	39771348	OXCT2	NM_022120
1	39955144	39969956	MFSD2A	NM_001136493
1	39895427	39901917	MYCL	NM_001033081
1	40040239	40072648	CAP1	NM_001350479
1	40071460	40097252	PPT1	NM_001363695
1	40300488	40317286	COL9A2	NM_001852
1	40247936	40251683	TMCO2	NM_001008740
1	40258235	40294180	ZMPSTE24	NM_005857
1	40373726	40423322	SMAP2	NM_022733
1	40477289	40496343	ZFP69	NM_001320179
1	40450475	40463715	ZFP69B	NM_023070
1	40508718	40516050	EXO5	NM_001346946
1	40531636	40548166	ZNF684	NM_152373
1	40783786	40840452	KCNQ4	NM_004700
1	40861053	40862363	CITED4	NM_133467
1	41015596	41021725	SLFNL1	NM_001377532
1	40979695	41012565	CTPS1	NM_001905
1	41361433	41383590	FOXO6	NM_001291281
1	41478774	41484683	EDN2	NM_001956
1	42162689	42164745	GUCA2A	NM_033553
1	42153409	42155820	GUCA2B	NM_007102
1	42430329	42456267	ZMYND12	NM_001146192
1	42380791	42424232	RIMKLA	NM_173642
1	42682417	42703805	YBX1	NM_004559
1	42658422	42676758	PPIH	NM_001330510
1	42746373	42767028	P3H1	NM_001243246
1	42846612	42852475	ZNF691	NM_001242739
1	42785031	42800818	TMEM269	NM_001354602
1	42733092	42740236	CLDN19	NM_001123395
1	42767248	42779490	C1orf50	NM_024097
1	42817121	42844991	ERMAP	NM_001017922
1	42807051	42817397	SVBP	NM_199342
1	42925354	42958868	SLC2A1	NM_006516
1	43164173	43172570	EBNA1BP2	NM_001159936
1	43147903	43156396	FAM183A	NM_001101376
1	43363396	43367738	ELOVL1	NM_001256399
1	43281879	43285581	C1orf210	NM_182517
1	43300981	43323108	TIE1	NM_005424
1	43269982	43274002	TMEM125	NM_001320244
1	43337817	43354465	MPL	NM_005373
1	43358980	43363202	CDC20	NM_001255
1	43451002	43453989	HYI	NM_001243526
1	43389898	43454247	SZT2	NM_001365999
1	43530859	43623672	PTPRF	NM_130440
1	43650148	43705518	KDM4A	NM_014663
1	43933319	43937240	ARTN	NM_057090
1	43991598	43996526	CCDC24	NM_152499
1	43970009	43973369	DPH2	NM_001319170
1	43996482	44017163	SLC6A9	NM_201649
1	43979201	43991171	B4GALT2	NM_003780
1	43974959	43978295	ATP6V0B	NM_001294333
1	43946949	43968022	IPO13	NM_014652
1	44137820	44141631	KLF18	NM_001358438
1	44118820	44135137	KLF17	NM_173484
1	44213470	44220673	DMAP1	NM_019100
1	44653246	44674608	TMEM53	NM_001300746
1	44800376	44805990	PLK3	NM_004073
1	44805909	44807285	TCTEX1D4	NM_001013632
1	44775539	44778779	RPS8	NM_001012
1	44808481	44814129	BTBD19	NM_001136537
1	44746393	44767766	KIF2C	NM_001297656
1	44783584	44788170	BEST4	NM_153274
1	45002547	45011324	HECTD3	NM_024602
1	45012253	45015575	UROD	NM_000374
1	45329241	45340470	MUTYH	NM_012222
1	45340169	45343973	TOE1	NM_025077
1	45326894	45328679	HPDL	NM_032756
1	45511034	45521938	PRDX1	NM_002574
1	45500299	45513382	MMACHC	NM_001330540
1	45550825	45570049	AKR1A1	NM_006066
1	45493865	45500073	CCDC163	NM_001358407
1	45620043	45624054	CCDC17	NM_001114938
1	45688180	45694436	TMEM69	NM_016486
1	45627303	45686533	GPBP1L1	NM_021639
1	46175485	46176488	P3R3URF	NM_001328655
1	46188680	46220305	POMGNT1	NM_001243766
1	46203333	46221256	LURAP1	NM_001013615
1	46175086	46185962	TSPAN1	NM_005727
1	46303697	46316775	UQCRH	NM_001297565
1	46340176	46365152	NSUN4	NM_199044
1	46277461	46303616	LRRC41	NM_006369
1	46489835	46516216	DMBX1	NM_172225
1	46557406	46604268	MKNK1	NM_003684
1	46545640	46551647	KNCN	NM_001322255
1	46532165	46535515	TMEM275	NM_001357063
1	46607714	46616891	MOB3C	NM_201403
1	46671853	46673584	TEX38	NM_001145474
1	46675158	46719114	EFCAB14	NM_014774
1	46799045	46819413	CYP4B1	NM_001099772
1	46961363	47050754	CYP4X1	NM_001320289
1	46929187	46941476	CYP4A11	NM_000778
1	47137440	47149727	CYP4A22	NM_001010969
1	47067230	47118318	CYP4Z1	NM_178134
1	47250138	47314896	STIL	NM_001377417
1	47216289	47232335	TAL1	NM_003189
1	47333789	47378839	CMPK1	NM_016308
1	47416284	47418052	FOXE3	NM_012186
1	47438043	47440691	FOXD2	NM_004474
1	50417549	50423443	DMRTA2	NM_032110
1	50968694	50974634	CDKN2C	NM_001262
1	51287257	51322268	TTC39A	NM_001297665
1	51789193	51878937	NRDC	NM_002525
1	51907955	51990700	RAB3B	NM_002867
1	52032102	52033810	KTI12	NM_138417
1	52056184	52090716	BTF3L4	NM_001136497
1	52404601	52420835	PRPF38A	NM_032864
1	52350592	52366205	CC2D1B	NM_032449
1	52372828	52404471	ORC1	NM_001190818
1	52633167	52657065	SHISAL2A	NM_001042693
1	52602370	52609051	GPX7	NM_015696
1	52842759	52894995	ZYG11A	NM_001004339
1	52895909	52921740	ECHDC2	NM_001319958
1	53087182	53142638	SLC1A7	NM_001287595
1	53196823	53214197	CPT2	NM_000098
1	53242369	53328070	LRP8	NM_004631
1	53226899	53238518	MAGOH	NM_002370
1	53459398	53467487	DMRTB1	NM_033067
1	53765480	53838296	NDC1	NM_018087
1	53916572	53945699	HSPB11	NM_001382261
1	53894186	53911086	DIO1	NM_000792
1	53946349	53968168	LRRC42	NM_001256409
1	54007297	54018186	LDLRAD1	NM_001010978
1	54026680	54053573	TMEM59	NM_001305049
1	54053607	54106079	TCEANC2	NM_153035
1	54200166	54225489	MRPL37	NM_001330602
1	54169657	54200030	CYB5RL	NM_001031672
1	54548227	54639192	ACOT11	NM_015547
1	54609180	54623525	FAM151A	NM_176782
1	54756897	54764523	PARS2	NM_152268
1	54715860	54742655	TTC4	NM_004623
1	54806062	54842252	LEXM	NM_152607
1	54849626	54887195	DHCR24	NM_014762
1	54980627	54992288	TMEM61	NM_182532
1	54998932	55017172	BSND	NM_057176
1	56494760	56579563	PLPP3	NM_003713
1	56645313	56715335	PRKAA2	NM_006252
1	56929209	56966140	C8B	NM_001278543
1	58575432	58577252	TACSTD2	NM_002353
1	58480718	58546726	OMA1	NM_145243
1	58654743	58700062	MYSM1	NM_001085487
1	58780790	58784047	JUN	NM_002228
1	59814948	59876322	HOOK1	NM_015888
1	61681045	61725141	TM2D1	NM_032027
1	62194848	62212328	L1TD1	NM_001164835
1	62437048	62451804	USP1	NM_003368
1	62597519	62606313	ANGPTL3	NM_014495
1	62784131	62865514	ATG4C	NM_032852
1	63367626	63438552	ALG6	NM_013339
1	63322566	63325128	FOXD3	NM_012183
1	63440769	63523273	ITGB3BP	NM_001206739
1	63623215	63660246	PGM1	NM_001172818
1	65147829	65232145	AK4	NM_001005353
1	65420715	65436007	LEPROT	NM_001198681
1	66752458	66779047	TCTEX1D1	NM_152665
1	66797739	66801276	INSL5	NM_005478
1	66999349	67054148	SLC35D1	NM_015139
1	67407809	67430402	SERBP1	NM_001018067
1	67685200	67688334	GADD45A	NM_001924
1	68045885	68051631	DIRAS3	NM_004675
1	68474151	68497082	DEPDC1	NM_001114120
1	68428821	68449954	RPE65	NM_000329
1	70221379	70253049	SRSF11	NM_001350615
1	70144804	70205579	LRRC40	NM_017768
1	70258998	70354722	ANKRD13C	NM_030816
1	70411267	70439851	CTH	NM_001902
1	71063290	71081035	ZRANB2	NM_005455
1	74198241	74208702	FPGT	NM_003838
1	74469375	74512611	LRRC53	NM_001382280
1	74733151	74766676	TYW3	NM_138467
1	75128433	75161533	LHX8	NM_001001933
1	75786255	75795086	RABGGTB	NM_004582
1	75918872	75932404	ASB17	NM_080868
1	77944054	77979072	FUBP1	NM_001376055
1	77888623	77943893	NEXN	NM_144573
