Gene	Chromosome	Start	End	Canonical
ZBTB8OS	1	32621861	32650565	NM_001330475
TMC5	16	19440038	19497966	NM_001105248
RAB11FIP3	16	25152	520839	NM_014700
XPR1	1	180632201	180884066	NM_004736
BUB3	10	123154917	123165056	NM_004725
PLBD1	12	14503771	14567696	NM_024829
KIAA1522	1	32741954	32772887	NM_020888
RAP1B	12	68648724	68657187	NM_015646
DCTN2	12	57530688	57547063	NM_001348067
F11R	1	160998870	161021073	NM_016946
KCNQ1	11	2445098	2848003	NM_000218
AASDH	4	56338401	56384299	NM_001323890
LACRT	12	54630891	54634841	NM_033277
BTBD6	14	105248870	105250672	NM_033271
SLC8A3	14	70045946	70168422	NM_183002
CCDC130	19	13751808	13763068	NM_001320566
OSBPL8	12	76355888	76487551	NM_001319652
LOC102724265	11	69425789	69427651	NM_001319657
GALNT13	2	153944497	154450551	NM_052917
ZNF257	19	22052632	22089442	NM_001316996
AHSA2	2	61181394	61187955	NM_001321304
A3GALT2	1	33306765	33321098	NM_001080438
SSX4	X	48384053	48411372	NM_005636
SLC39A11	17	72647583	73088764	NM_001159770
GDF3	12	7689877	7695728	NM_020634
RET	10	43077258	43128269	NM_020975
C22orf23	22	37944174	37953149	NM_032561
ABTB1	3	127673025	127680475	NM_032548
HNRNPH2	X	101411988	101413338	NM_019597
GON7	14	318249	93207037	NM_032490
TMEM185A	X	149598010	149631580	NM_032508
TNXB	6_GL000252v2_alt	3256388	32098198	NM_019105
PCDHGC3	5	141476116	141511173	NM_002588
HVCN1	12	110649409	110683245	NM_001040107
METTL26	16	634525	636290	NM_032366
GJB4	1	34761254	34762055	NM_153212
SMIM12	1	34855698	34855977	NM_001164824
ZMYM1	1	35093987	35115259	NM_001289088
PEX5L	3	179801827	180036599	NM_001349388
CRABP1	15	78340428	78347977	NM_004378
CPT1B	22	50569337	50577915	NM_152245
TCF4	18	55228224	55635897	NM_001083962
GH2	17	63880232	63881801	NM_022557
IPO5	13	97969780	98021822	NM_002271
CORIN	4	47595720	47837949	NM_006587
DEFB131A	4	9444533	9450514	NM_001040448
COMMD9	11	36274631	36289412	NM_001307937
MEI1	22	41699538	41799299	NM_152513
CFHR4	1	196888150	196918406	NM_001201550
ZNF688	16	30569915	30572275	NM_145271
TMPRSS3	21	42372761	42395417	NM_024022
FAM9A	X	8791310	8800171	NM_001171186
ETV1	7	13895865	13989052	NM_004956
MCAT	22	43133042	43143348	NM_173467
RABGEF1	7	66756052	66809284	NM_001287060
UTP20	12	101280282	101386123	NM_014503
WTAP	6	159736265	159755611	NM_004906
BECN1	17	42810759	42823877	NM_003766
SRSF6	20	43458033	43461063	NM_006275
CNOT10	3	32685460	32773611	NM_015442
BRD8	5	138140073	138178614	NM_139199
KIR2DL1	19	475	54783813	NM_014218
ARID3B	15	74543936	74595774	NM_001307939
OTX1	2	63052990	63056316	NM_014562
PPP4R3B	2	55549910	55617285	NM_001122964
RPS9	19_KI270938v1_alt	175983	54207575	NM_001321702
PRDM5	4	120695110	120922608	NM_018699
SH3D21	1	36306420	36321127	NM_001162530
EVA1B	1	36322294	36323037	NM_018166
PAAF1	11	73877021	73927362	NM_001267803
OSCP1	1	36418138	36450369	NM_001330493
MRPS5	2	95087356	95121791	NM_031902
CALM3	19	46601434	46609153	NM_005184
RAB29	1	205770341	205774956	NM_001135663
SLC44A1	9	105244868	105438295	NM_080546
ALPPL2	2	232406894	232409872	NM_031313
CCAR1	10	68722504	68791266	NM_018237
SRSF8	11	95067226	95068075	NM_032102
SLC25A2	5	141302959	141303865	NM_031947
DDX43	6	73394905	73416226	NM_018665
ABCA3	16	2276673	2326466	NM_001089
HAUS2	15	42548872	42566816	NM_001323631
EXOSC1	10	97436444	97445985	NM_001318365
CLUL1	18	607079	649901	NM_001289036
FPGS	9	127802924	127813604	NM_001018078
MCM2	3	127598466	127621773	NM_004526
LRP2	2	169128662	169362399	NM_004525
ZNF286A	17	15699718	15717290	NM_001288645
SHPK	17	3610559	3636219	NM_013276
FAM189B	1	52804	155254877	NM_006589
KIAA1841	2	61070350	61134232	NM_001129993
MANEAL	1	37794182	37800203	NM_001113482
UBE2L6	11	57552357	57567611	NM_198183
ZNF467	7	149764499	149771032	NM_207336
CD36	7	80646740	80674147	NM_001001548
JAK2	9	5021987	5126791	NM_001322194
COX7A2	6	75237929	75243830	NM_001865
NPC1L1	7	44513446	44541259	NM_013389
GAGE12I	X	49342303	49577663	NM_001477
HSD17B4	5	119452575	119541994	NM_001199291
LRRC7	1	69568815	70121887	NM_001330635
TKT	3	53225755	53255942	NM_001135055
RRBP1	20	17614181	17660507	NM_001042576
PIGH	14	67590079	67600203	NM_004569
RAD9A	11	67392044	67397559	NM_004584
KIAA0754	1	39410265	39414549	NM_015038
IQGAP3	1	156526485	156572529	NM_178229
CDYL	6	4776783	4954056	NM_004824
CHORDC1	11	90202404	90222954	NM_012124
RPS6KA1	1	26529920	26574201	NM_002953
CRYGD	2	208121672	208124473	NM_006891
KYAT1	9	128833583	128847528	NM_001287390
SLC12A1	15	48207719	48302885	NM_000338
U2AF1L5	21	6484768	43107494	NM_001320651
KCNIP2	10	101827352	101843568	NM_014591
OSCAR	19_GL949750v2_alt	69598	54100792	NM_206818
BAX	19	48954928	48961674	NM_004324
LGALS9	17	27631265	27648982	NM_009587
HDGF	1	156743448	156752363	NM_004494
NDOR1	9	137205777	137216416	NM_001144026
NFS1	20	35669621	35699288	NM_021100
ADGRB2	1	31727419	31757221	NM_001294335
HNRNPU	1	244854449	244864307	NM_031844
CSRNP3	2	165595065	165679753	NM_001172173
RTL1	14	100880711	100884788	NM_001134888
PIK3R4	3	130679314	130745218	NM_014602
YTHDF3	8	63168877	63209706	NM_001277813
CDH17	8	94128239	94194685	NM_001144663
CAMTA1	1	6785530	7766522	NM_015215
VPS13A	9	77177704	77416006	NM_033305
DDAH2	6_GL000255v2_alt	2974997	31729161	NM_001303007
CEP70	3	138495014	138591862	NM_001320598
RNF151	16	1966881	1968925	NM_001348711
CCDC81	11	86375163	86422715	NM_001156474
TOR2A	9	127732033	127735270	NM_130459
NRG1	8	31639984	32764402	NM_001322206
NDUFA3	19_GL949753v2_alt	77299	54106902	NM_004542
PIK3R3	1	46043672	46132745	NM_003629
LDLRAD3	11	35944098	36229397	NM_174902
GIMAP1-GIMAP5	7	150719047	150743063	NM_001199577
CRYAB	11	111908763	111911724	NM_001885
CXCL3	4	74037261	74038611	NM_002090
ENO3	17	4951829	4957047	NM_001976
CCNT1	12	48693032	48716675	NM_001240
AOC3	17	42851343	42856550	NM_003734
SLFNL1	1	41016105	41020660	NM_001168247
DCD	12	54644712	54648303	NM_001300854
CACNA1C	12	2053562	2691199	NM_199460
RIMS1	6	71887023	72400714	NM_014989
TMEM11	17	21198323	21214152	NM_003876
NPHS1	19	35826513	35851837	NM_004646
GSG1L2	17	9802385	9822071	NM_001310219
UAP1	1	162566068	162599363	NM_001324115
FOXJ3	1	42179709	42311093	NM_001198851
SGCD	5	156329576	156759390	NM_000337
CC2D2B	10	95911323	96032008	NM_001349008
PITPNM3	17	6455337	6556406	NM_031220
ADAMTSL4	1	150552288	150560196	NM_001288608
PPCS	1	42456565	42473244	NM_001287510
ZKSCAN3	6	28359586	28366285	NM_001242894
CCDC30	1	42536484	42654028	NM_001080850
ZIC1	3	147410112	147413551	NM_003412
MYO5A	15	52313695	52528806	NM_000259
CLDN19	1	42735085	42740063	NM_001123395
ASMT	Y	1615199	1643014	NM_001171038
NCK1	3	136928001	136948453	NM_001291999
MLF1	3	158571300	158605202	NM_001195432
RPAP1	15	41517541	41537125	NM_015540
BCL2L12	19	49665823	49673777	NM_138639
ERMAP	1	42830448	42843232	NM_001017922
CLEC10A	17	7075053	7078812	NM_182906
IGF1	12	102402506	102480381	NM_001111283
CHRND	2	232526215	232535312	NM_000751
CFAP57	1	43172753	43254191	NM_001195831
B3GNT7	2	231395803	231398925	NM_145236
C1orf210	1	43282784	43283270	NM_182517
MSANTD3	9	100441938	100450966	NM_001198807
NGFR	17	49495417	49513009	NM_002507
ORC5	7	104126847	104207904	NM_002553
IDNK	9	83623171	83643780	NM_001256915
SRI	7	88206477	88226914	NM_003130
RNF34	12	121400212	121423576	NM_194271
SAV1	14	50635182	50667967	NM_021818
MED8	1	43384449	43389764	NM_001001653
POLR3B	12	106357879	106509549	NM_018082
PRMT5	14	22920903	22929361	NM_001039619
RACK1	5	181236976	181243800	NM_006098
CORO2B	15	68579262	68725974	NM_001190457
YAP1	11	102110848	102229940	NM_001282101
RAPGEF3	12	47737566	47758556	NM_001098531
HYI	1	43451237	43453793	NM_001330526
REL	2	60881840	60922535	NM_002908
NRAS	1	114708534	114716160	NM_002524
SQOR	15	45658923	45691030	NM_021199
C14orf105	14	57471354	57493715	NM_001283056
MEFV	16	3243140	3256587	NM_000243
PPWD1	5	65563310	65587396	NM_001278926
TLE3	15	70050096	70096798	NM_005078
KCNMA1	10	76877868	77637642	NM_001322830
ZNF576	19	43597108	43599258	NM_024327
PTPRN2	7	157540713	158587669	NM_001308268
UNC5D	8	35235784	35790563	NM_080872
ODF2	9	128455196	128500255	NM_001351580
ZNF311	6_GL000250v2_alt	260558	29003954	NM_001350637
ARTN	1	43935656	43936765	NM_057090
HP	16	72054652	72060890	NM_005143
FGB	4	154563018	154570650	NM_005141
ANXA3	4	78554473	78610115	NM_005139
ZC3H11A	1	203817070	203852399	NM_001319238
GRIK1	21	29537229	29939500	NM_000830
AGER	6_GL000253v2_alt	3404343	32184222	NM_001206929
ANKRD30B	18	14748419	14852480	NM_001145029
CRLS1	20	6006246	6037158	NM_001323563
CFAP45	1	159872484	159900098	NM_012337
CHRDL2	11	74696497	74730888	NM_015424
CKAP2L	2	112738822	112764598	NM_152515
CHCHD5	2	112584647	112588889	NM_032309
ADAM22	7	87934465	88196675	NM_001324418
RXFP1	4	158521976	158652055	NM_001253732
SEMA3E	7	83367585	83648542	NM_012431
PRM2	16	11275829	11276370	NM_001286359
TP53TG3	16	17263	33461225	NM_016212
C1orf228	1	44689697	44725403	NM_001145636
DIAPH2	X	96685058	97599317	NM_006729
SCFD2	4	52873968	53365941	NM_152540
ZNF160	19	53068076	53086276	NM_001322130
BTBD19	1	44808820	44813772	NM_001136537
LST1	6_GL000250v2_alt	2835034	31588676	NM_205839
PTCH2	1	44820688	44842932	NM_001166292
ALOX5	10_GL383546v1_alt	215110	45445687	NM_001320862
MDC1	6_GL000253v2_alt	1955577	30715175	NM_014641
VPS39	15	42160753	42208153	NM_001301138
CAMK1D	10	12349818	12828887	NM_153498
HPDL	1	45327148	45328264	NM_032756
RHOBTB2	8	22994583	23017469	NM_015178
CCDC42	17	8730129	8744609	NM_144681
PHKG2	16	30748820	30760160	NM_000294
CYP1A2	15	74749738	74755088	NM_000761
ALDH3B1	11	68015297	68027939	NM_001161473
ADH1C	4	99336751	99352675	NM_000669
NAT1	8	18216893	18222920	NM_001160170
IL6R	1	154405629	154465380	NM_000565
CCDC25	8	27736187	27772540	NM_018246
PRKAG2	7	151557200	151876620	NM_016203
APOH	17	66212132	66229379	NM_000042
HBA2	16	172912	173600	NM_000517
BARD1	2	214728675	214809569	NM_000465
MYO16	13	108629844	109206836	NM_001198950
DNMT3B	20	32780115	32807903	NM_006892
FAM136A	2	70297288	70302011	NM_001329755
ADGRA3	4	22387704	22515784	NM_145290
CDC45	22	19479968	19518908	NM_001178010
DPP10	2	114442778	115842345	NM_001321905
ZBTB49	4	4299945	4321316	NM_145291
STOML3	13	38966824	38990721	NM_001144033
CCDC17	1	45620274	45623909	NM_001114938
ISLR2	15	74132754	74134992	NM_001130136
JCAD	10	30017882	30047812	NM_001350022
TMEM69	1	45691068	45693905	NM_016486
SH2D2A	1	156807177	156816708	NM_001161441
ELF1	13	40933424	40982054	NM_172373
NELFE	6_GL000255v2_alt	3200080	31958446	NM_002904
MAST2	1	45803895	46036066	NM_001324321
SLC44A5	1	75203726	75615886	NM_001320285
PLD5	1	242089853	242524276	NM_001320272
SERPINA1	14_KI270847v1_alt	1495020	94383237	NM_001127701
AP3M1	10	74123809	74138379	NM_001320263
SLC38A2	12	46361110	46371293	NM_018976
MKI67	10	128099189	128125667	NM_002417
CD99	X	2691360	2740804	NM_001321367
MS4A2	11	60088765	60095656	NM_000139
MRPL16	11	59806346	59810658	NM_017840
ERBIN	5	65992718	66078530	NM_001253699
TPCN1	12	113225245	113296076	NM_001351346
ZNF32	10	43644049	43646133	NM_001324165
CAMK2B	7	44220061	44325421	NM_001220
ZNF37A	10	38096617	38146820	NM_001324259
RALYL	8	84184998	84920911	NM_173848
PROS1	3	93874244	93973749	NM_001314077
TSTD1	1	161037774	161038889	NM_001113205
ZNF185	X	152914489	152970541	NM_001178106
DSE	6	116369923	116437345	NM_001322937
ITGAM	16	31260064	31331707	NM_001145808
RCAN1	21	34518083	34615011	NM_004414
ELP5	17	7252502	7259685	NM_203413
PLPP6	9	4662375	4663263	NM_203453
CAP1	1	40059346	40071533	NM_001350479
TRIM39	6	1584393	30342259	NM_172016
HEYL	1	39626506	39639625	NM_014571
NCAPH2	22	50508337	50523375	NM_001185011
ZNF500	16	4751629	4765978	NM_021646
SRRM1	1	24643326	24672286	NM_001303448
SCNN1G	16	23186271	23215469	NM_001039
TLE1	9	81584197	81688240	NM_001303103
PDILT	16	20359318	20399300	NM_174924
ZDHHC22	14	77133682	77139738	NM_174976
KRT73	12	52608195	52618524	NM_175068
CYP4A22	1	47137485	47148797	NM_001308102
SMIM1	1	3775373	3775921	NM_001163724
TTC14	3	180602261	180617567	NM_001042601
TBC1D7	6	13305100	13326898	NM_001318806
MUC20	3	61517	195733218	NM_001282506
DPP3	11	66482200	66509251	NM_130443
PCMT1	6	149749727	149810628	NM_005389
NSUN4	1	46340826	46361846	NM_199044
MST1R	3	49887306	49903609	NM_002447
KANK1	9	676972	745235	NM_001256877
CRHR1	17_KI270908v1_alt	486655	45834764	NM_001145146
PID1	2	229025631	229271043	NM_017933
PRSS12	4	118281935	118352720	NM_003619
TP73	1	3682365	3733079	NM_005427
SLC5A9	1	48222736	48247543	NM_001135181
SPATA6	1	48298712	48472008	NM_019073
MKKS	20	10405246	10413514	NM_018848
SLC25A40	7	87836248	87858727	NM_018843
COX4I1	16	85801205	85806987	NM_001318794
TMEM63B	6	44134584	44154883	NM_001318792
TLR2	4	153702907	153705262	NM_001318787
SP140L	2	230327269	230402896	NM_138402
ETFA	15	76216558	76311388	NM_000126
COLEC10	8	119067281	119106191	NM_001324095
N4BP2	4	40097340	40154237	NM_001318359
UGCG	9	111897215	111932997	NM_003358
HACE1	6	104729661	104859642	NM_020771
USP48	1	21679416	21782957	NM_032236
TRIM26	6_GL000256v2_alt	1440971	30199103	NM_003449
IFNAR2	21	33241922	33263500	NM_001289125
ZIC3	X	137566691	137577271	NM_003413
RCHY1	4	75482537	75514286	NM_001278539
ZNF610	19	52349172	52366767	NM_001161425
MICA	6_GL000255v2_alt	2659259	31415139	NM_001289152
MICB	6_GL000251v2_alt	2712223	31509909	NM_005931
MPI	15	74890073	74897730	NM_001330372
TPBG	6	82364961	82366224	NM_006670
MARCH1	4	163528747	163854131	NM_001166373
LNPK	2	175929966	176002290	NM_001305009
TSEN34	19	165163	54193671	NM_001282332
TMEM217	6	37212965	37219030	NM_001286401
RTKN2	10	62197907	62268610	NM_145307
ZNF493	19	21397237	21424984	NM_001076678
OSBPL3	7	24800182	24892472	NM_015550
ZNF396	18	35368350	35374292	NM_001322290
SSBP3	1	54227130	54406008	NM_145716
NSMCE2	8	125102330	125366885	NM_001349486
KLHL24	3	183650356	183679286	NM_001349419
BSG	19	571547	582577	NM_001728
SDR9C7	12	56923832	56934261	NM_148897
OSBPL9	1	51617110	51787789	NM_001350208
CC2D1B	1	52353518	52364620	NM_032449
NOSTRIN	2	168802646	168864970	NM_001171631
ANKRD20A1	9	66110773	67901467	NM_032250
UNC119B	12	120710474	120720032	NM_001080533
ZCCHC11	1	52423934	52526280	NM_001009881
GNB5	15	52122756	52184676	NM_016194
CEND1	11	788126	788576	NM_016564
TUFT1	1	151540366	151581707	NM_001301317
SMN2	5	275024	70952453	NM_017411
ZYG11A	1	52842883	52892957	NM_001004339
ECHDC2	1	52896519	52921673	NM_001319958
C1orf54	1	150272817	150280900	NM_001301039
PKD2L2	5	137889491	137940147	NM_001258449
CIB3	19	16161464	16173475	NM_054113
CPNE2	16	57110742	57147658	NM_152727
OPRK1	8	53229209	53251037	NM_001282904
WNT2	7	117278154	117322989	NM_003391
IFI27	14_KI270847v1_alt	1226244	94116527	NM_001288957
LAMP5	20	9514852	9529820	NM_012261
HACL1	3	15560864	15601463	NM_012260
MAGOH	1	53227044	53238448	NM_002370
HBS1L	6	134965278	135054691	NM_006620
KLHL4	X	87517893	87669394	NM_019117
KLHDC3	6	43017192	43020733	NM_057161
CNIH4	1	224356924	224379090	NM_001277199
KPNA6	1	32108130	32170894	NM_012316
MMD	17	55394333	55421695	NM_012329
PAK3	X	111123103	111220447	NM_001128168
TMCO5A	15	37936323	37966643	NM_001330255
PHACTR4	1	28407447	28496549	NM_001350159
PCLO	7	82758574	83162592	NM_033026
LRRC20	10	70301353	70376533	NM_207119
LDLRAD1	1	54008981	54018176	NM_001010978
TMEM59	1	54032149	54053188	NM_001305043
PRH1	12_KI270904v1_alt	80940	11047055	NM_001291314
PCSK6	15	101305257	101489670	NM_002570
DEFB125	20	87709	96417	NM_153325
DEFB123	20	31440698	31450174	NM_153324
CDCP2	1	54139519	54152922	NM_201546
CYB5RL	1	54174618	54195616	NM_001031672
CASZ1	1	10638941	10693889	NM_001079843
EFCAB11	14	89797242	89954660	NM_001284269
ATP6V0E2	7	149873918	149879677	NM_145230
STK32B	4	5051863	5499083	NM_001306082
ADGRE3	19	14619432	14674770	NM_032571
FAM151A	1	54609267	54623395	NM_176782
MROH7	1	54652926	54710187	NM_001039464
CKAP2	13	52455556	52475141	NM_001098525
KRTAP9-4	17	46670	41250185	NM_033191
SAMD9	7	93101327	93106097	NM_017654
BANP	16	87975115	88076661	NM_001173543
C15orf40	15	82989073	83011607	NM_144597
SEPT12	16	4777796	4787645	NM_144605
DHCR24	1	54852232	54887119	NM_014762
SLC26A8	6	35943899	36019707	NM_052961
USP24	1	55069044	55215113	NM_015306
TNNC2	20	45823347	45827248	NM_003279
TCN2	22	30607331	30626521	NM_000355
GPI	19	34364909	34400036	NM_001289789
CPSF3	2	9423773	9473017	NM_001321834
P2RX4	12	121210164	121233657	NM_001256796
DAB1	1	57010694	57291030	NM_021080
MYSM1	1	58659996	58700052	NM_001085487
CD22	19	35332040	35346697	NM_001771
ZNF674	X	46499842	46542087	NM_001039891
OBP2B	9	133205917	133209199	NM_001288987
SERBP1	1	67413206	67430300	NM_001018067
TRPC4AP	20	35003145	35092781	NM_015638
ZSCAN22	19	58334802	58339326	NM_181846
DGKB	7	14149130	14841263	NM_001350705
RASGRP4	19	38410039	38426091	NM_170604
ZNF226	19	44170080	44177674	NM_016444
CTSL	9	87727603	87731107	NM_001912
C19orf60	19	18588801	18592180	NM_001100418
PDS5A	4	39825484	39976577	NM_001100399
SEC61A2	10	12129787	12169327	NM_018144
NKX2-5	5	173232568	173235083	NM_001166175
DLX1	2	172085677	172088257	NM_178120
ZBTB37	1	173870225	173886124	NM_001122770
PPOX	1	161166847	161171176	NM_001350130
ZNF207	17	32350285	32369759	NM_001098507
ZNF550	19	57543199	57559682	NM_001277090
KLK15	19	50825795	50831492	NM_017509
CCDC12	3	46922056	46976771	NM_144716
MFF	2	227329745	227357117	NM_001277061
LIF	22	30243650	30246695	NM_002309
CASP1	11	105026257	105035113	NM_001257118
PAX1	20	21705712	21714803	NM_001257096
ITCH	20	34393811	34507794	NM_001324197
F8	X	154837596	155022552	NM_000132
NCEH1	3	172633474	172711080	NM_001146276
MIB1	18	21741583	21864666	NM_020774
IGDCC4	15	65384008	65422862	NM_020962
STX4	16	31033520	31039803	NM_001272095
CREB3L3	19	4153747	4171969	NM_032607
TCHP	12	109903026	109916623	NM_032300
GART	21	33504123	33539315	NM_001136005
SORD	15	45023283	45073530	NM_003104
TRIM39-RPP21	6	1584393	30346810	NM_001199119
EMG1	12	6970923	6975809	NM_006331
JAG2	14	105142694	105168420	NM_002226
PAH	12	102839174	102917130	NM_000277
AIF1	6_GL000251v2_alt	2863096	31616900	NM_001623
KTN1	14	55612048	55684103	NM_001271014
MORC2	22	30926802	30967889	NM_014941
PLEKHA6	1	204223469	204273727	NM_014935
MON1B	16	77191221	77198308	NM_014940
C1orf123	1	53214658	53220575	NM_017887
CPNE9	3	9703996	9729692	NM_153635
DMKN	19	35498715	35513475	NM_033317
RPGRIP1L	16	53602075	53700723	NM_015272
AK9	6	109493368	109686048	NM_001145128
DERL1	8	123015446	123042122	NM_024295
ENPP2	8	119557520	119673272	NM_006209
CPT2	1	53196943	53213595	NM_000098
TPP2	13	102597038	102678316	NM_001330588
SCP2	1	52927396	53050704	NM_002979
ATP7B	13	51934755	52011337	NM_000053
CDH11	16	64947602	65004869	NM_001308392
APTX	9	32973497	33001604	NM_001195249
EMC10	19	50476544	50482259	NM_175063
SLC25A41	19	6426388	6433693	NM_001321298
COX18	4	73058113	73069759	NM_001297733
CLEC12A	12	9951346	9985026	NM_138337
ATMIN	16	81035870	81044970	NM_015251
MPP2	17	43877806	43909643	NM_001278381
MPL	1	43337848	43352772	NM_005373
MB	22	35607296	35617257	NM_203377
C4A	6	3229880	32002540	NM_007293
PDCD6IP	3	33798728	33866525	NM_001162429
VPS52	6_GL000255v2_alt	4445240	33271675	NM_001289174
CAV2	7	116499781	116506159	NM_001233
EXD2	14	69209470	69241100	NM_001193362
ADD2	2	70663424	70767899	NM_017488
WNK1	12	753565	908792	NM_001184985
FAM228B	2	24124361	24167669	NM_001145710
MILR1	17	64449168	64467617	NM_001085423
BEST1	11	61951806	61964122	NM_001139443
FGF14	13	101722830	102401678	NM_001321949
MFGE8	15	88899394	88913319	NM_001310321
SIK3	11	116846395	117098415	NM_025164
DFFA	1	10461489	10472458	NM_213566
ANKRD29	18	23601225	23662730	NM_173505
ZZZ3	1	77565639	77639471	NM_015534
TUBB6	18	12308292	12329183	NM_001303530
SLC30A2	1	26039159	26045896	NM_001004434
L3MBTL3	6	130042699	130139753	NM_032438
PCYOX1L	5	149358068	149368654	NM_001301054
BRD9	5	864467	892657	NM_001317951
NPY4R2	10	47921987	47923115	NM_001278795
USP17L30	4	9325164	9364721	NM_001256867
BTRC	10	101354180	101550860	NM_033637
POLD1	19	50398851	50417947	NM_001308632
TUBB3	16	89923401	89935804	NM_001197181
IRF3	19	49659588	49664838	NM_001197123
TEX50	1	173635521	173637036	NM_001195190
TEX33	22	36991178	37003987	NM_001163857
DHCR7	11	71435374	71444952	NM_001360
CLCC1	1	108934669	108950437	NM_001048210
C1orf141	1	67093004	67127240	NM_001276352
CD200R1	3	112923676	112974857	NM_138806
FAM3D	3	58634278	58655563	NM_138805
GLYATL1	11	58943298	58956027	NM_001220494
ATF7	12	53517136	53601000	NM_006856
TRAF5	1	211353239	211372702	NM_001319207
S100A8	1	153390102	153422519	NM_001319196
MEF2A	15	99633119	99712771	NM_001171894
ESM1	5	54979331	54985517	NM_007036
SCOC	4	140343638	140381104	NM_001153585
GABBR2	9	98290583	98708737	NM_005458
TMEM251	14	299949	93186671	NM_001098621
FBXO34	14	55350390	55352526	NM_017943
PSMB9	6_GL000251v2_alt	4048517	32859532	NM_002800
WLS	1	68098631	68232299	NM_024911
NT5M	17	17303550	17346947	NM_020201
HMCES	3	129279732	129304825	NM_001006109
GIPC1	19	14478415	14482976	NM_005716
ATPIF1	1	28236183	28237978	NM_178191
IP6K2	3	48688272	48715435	NM_001190316
HOXB2	17	48543067	48544911	NM_002145
HOXB1	17	48529546	48530904	NM_002144
HPCA	1	32888898	32893862	NM_002143
GRHL2	8	101492769	101666703	NM_001330593
HHLA3	1	70354951	70367728	NM_001036645
SMIM17	19	56645667	56655213	NM_001193628
EPHA3	3	89107748	89479502	NM_005233
SYNJ1	21	32630994	32728040	NM_203446
ST8SIA6	10	17320877	17454255	NM_001345961
SYT6	1	114093785	114139871	NM_001270805
VKORC1	16	31091133	31094729	NM_001311311
UBE2I	16	1314030	1324793	NM_194259
MYT1L	2	1791235	1979777	NM_001329851
NFATC3	16	68085681	68226471	NM_004555
CDKN2AIPNL	5	134402914	134411854	NM_080656
SNRPG	2	70281633	70293649	NM_001317168
PLAGL1	6	143941423	143948136	NM_001317157
