name	name2	chrom	cdsStart	cdsEnd
NM_182984	TRMT2A	chr22	20100085	20104429
NM_001001992	USP16	chr21	30400234	30426508
NM_001007240	GP2	chr16	20322544	20337753
NM_001009881	ZCCHC11	chr1	52889606	52991952
NM_001017436	CT45A4	chrX	134928889	134932983
NM_001040437	C6orf48	chr6	31805105	31807440
NM_001040436	YARS2	chr12	32900137	32908808
NM_001040433	SPINK9	chr5	147715176	147719275
NM_001144931	LOC391322	chr22	24373137	24373873
NM_001145031	PLAU	chr10	75671649	75676323
NM_001144929	NKIRAS2	chr17	40173595	40175726
NM_001145030	TOPAZ1	chr3	44283545	44373503
NM_001136574	LANCL1	chr2	211299210	211341120
NM_001136571	ZAR1L	chr13	32878015	32886062
NM_001141970	DAXX	chr6	33286519	33290691
NM_004296	RGS6	chr14	72431508	73029175
NM_004305	BIN1	chr2	127806101	127864519
NM_004295	TRAF4	chr17	27071130	27076595
NM_004306	ANXA13	chr8	124693479	124749574
NM_001130955	ARHGEF18	chr19	7504826	7535184
NM_001130993	RBP1	chr3	139244720	139258560
NM_001129993	KIAA1841	chr2	61297485	61349297
NM_015336	ZDHHC17	chr12	77158016	77244765
NM_015335	MED13L	chr12	116399070	116714936
NM_001042573	ENGASE	chr17	77071026	77082431
NM_001142468	C6orf203	chr6	107360964	107372440
NM_001164507	NEB	chr2	152342273	152589670
NM_017847	C1orf27	chr1	186348917	186388208
NM_001013437	SEH1L	chr18	12948120	12987056
NM_001040715	KIAA0895L	chr16	67210713	67214513
NM_001077241	SLC25A45	chr11	65143877	65147364
NM_001077239	RNF214	chr11	117104988	117155867
NM_025258	VWA7	chr6	31733370	31744556
NM_199169	PMEPA1	chr20	56227108	56285519
NM_018664	BATF3	chr1	212860132	212873104
NM_018663	PXMP2	chr12	133264256	133281273
NM_018651	ZKSCAN7	chr3	44598539	44612867
NM_130391	PTPRD	chr9	8317873	8733843
NM_144725	TTC23L	chr5	34840776	34896883
NM_144723	ZMAT2	chr5	140080045	140085341
NM_144722	SPEF2	chr5	35618099	35670350
NM_144721	THAP6	chr4	76440662	76452424
NM_144720	JAKMIP1	chr4	6055701	6114577
NM_144719	CCDC13	chr3	42750471	42799837
NM_144718	SPICE1	chr3	113164153	113225452
NM_144717	IL20RB	chr3	136676955	136729065
NM_144716	CCDC12	chr3	46963546	47018261
NM_144715	EFHB	chr3	19921122	19975510
NM_176875	CCKBR	chr11	6281158	6292773
NM_176871	PDLIM2	chr8	22438117	22452162
NM_176869	PPA2	chr4	106290881	106395207
NM_176870	MT1M	chr16	56666643	56667754
NM_176867	PPA2	chr4	106290881	106395207
NM_176866	PPA2	chr4	106290881	106395207
NM_176863	PSME3	chr17	40985648	40993595
NM_176825	SULT1C2	chr2	108910123	108924920
NM_176824	BBS7	chr4	122747014	122791468
NM_176823	S100A7A	chr1	153390558	153391785
NM_176822	NLRP14	chr11	7059817	7092539
NM_176821	NLRP10	chr11	7981190	7985042
NM_176820	NLRP9	chr19	56220277	56249740
NM_176819	CXorf36	chrX	45010896	45060071
NM_001190438	NCOR1	chr17	15995168	16097883
NM_001190267	ATG16L1	chr2	234172670	234202996
NM_003031	SIAH1	chr16	48395490	48396339
NM_002931	RING1	chr6	33176599	33180176
NM_001037806	NCKAP5L	chr12	50185621	50197827
NM_001204504	DGKH	chr13	42622909	42803287
NM_001135148	SLC39A8	chr4	103184200	103245424
NM_001252677	ACSS1	chr20	24987495	25038738
NM_001252676	ACSS1	chr20	24988397	25013072
NM_001252675	ACSS1	chr20	24988397	25038738
NM_173856	VN1R2	chr19	53761628	53762816
NM_173855	MORN3	chr12	122090639	122107389
NM_001242897	DEPDC5	chr22	32150907	32302483
NM_001129830	CACNA1C	chr12	2162728	2800365
NM_000382	ALDH3A2	chr17	19552284	19578885
NM_001002262	ZFYVE27	chr10	99498234	99519057
NM_001143883	PPIAL4B	chr1	149553077	149553572
NM_001080457	LRRC4B	chr19	51020827	51052095
NM_001080456	ZSCAN5B	chr19	56701195	56704421
NM_001080790	MAGEA9B	chrX	148663887	148664835
NM_001080790	MAGEA9B	chrX	148867872	148868820
NM_001079863	DBI	chr2	120125495	120129894
NM_001079862	DBI	chr2	120124627	120129894
NM_001079859	GPR64	chrX	19008981	19086952
NM_001085468	CTNND1	chr11	57563084	57583780
NM_001085467	CTNND1	chr11	57563084	57583780
NM_001204196	SRP19	chr5	112197073	112203112
NM_001144026	NDOR1	chr9	140100229	140110868
NM_001143919	LTB4R	chr14	24784857	24785916
NM_001143917	LYSMD2	chr15	52015803	52017318
NM_001143915	FAM76A	chr1	28052591	28087092
NM_001143965	TBC1D7	chr6	13305332	13327130
NM_001159710	BTNL8	chr5	180338493	180377544
NM_001159708	BTNL8	chr5	180326310	180376955
NM_001159707	BTNL8	chr5	180326310	180377544
NM_001160706	SCEL	chr13	78130010	78218409
NM_001159694	EMCN	chr4	101331477	101439071
NM_001199042	STRA6	chr15	74472420	74494860
NM_001142568	BBX	chr3	107429307	107524304
NM_001145167	PRMT3	chr11	20411356	20529959
NM_001145166	PRMT3	chr11	20409292	20529959
NM_001164386	RAPGEF6	chr5	130762958	130970723
NM_001130087	ABLIM2	chr4	7968716	8160416
NM_001195267	SSC5D	chr19	55999956	56015553
NM_001193267	SIRT5	chr6	13584342	13612097
NM_001142533	SH2D3C	chr9	130501024	130517438
NM_001144945	MYL12B	chr18	3272896	3277935
NM_001144944	MYL12B	chr18	3272896	3277935
NM_001130168	PSG8	chr19	43257511	43269733
NM_001166280	MUSK	chr9	113431184	113563268
NM_001166278	DLG3	chrX	69699043	69722119
NM_001166277	ARHGAP25	chr2	68962331	69053326
NM_001166276	ARHGAP25	chr2	69002312	69053326
NM_001166271	SPATA13	chr13	24797067	24876911
NM_001166270	HAUS4	chr14	23415733	23424363
NM_001166269	HAUS4	chr14	23415733	23424363
NM_001166266	LTBP1	chr2	33359804	33623612
NM_001202412	ZNF559	chr19	9449225	9452304
NM_003717	NPFF	chr12	53900559	53901258
NM_003716	CADPS	chr3	62385080	62860704
NM_003715	USO1	chr4	76650003	76734448
NM_003718	CDK13	chr7	39990240	40134579
NM_198464	PRSS55	chr8	10383095	10396303
NM_198463	C3orf67	chr3	58728186	58923391
NM_172361	CD46	chr1	207925557	207966936
NM_153719	NUP62	chr19	50411495	50413064
NM_001253697	ERBB2IP	chr5	65288546	65374358
NM_019062	RNF186	chr1	20140910	20141594
NM_018961	UBASH3A	chr21	43824054	43867304
NM_173544	FAM129C	chr19	17634247	17664372
NM_173543	DZIP1L	chr3	137781657	137822813
NM_173542	PLBD2	chr12	113796405	113826431
NM_173541	C10orf91	chr10	134258753	134261565
NM_173539	ZNF596	chr8	190895	196362
NM_173540	FUT11	chr10	75532091	75535443
NM_183078	RNF8	chr6	37321940	37358628
NM_001166292	PTCH2	chr1	45286360	45308604
NM_001080145	CT47A2	chrX	120073864	120075618
NM_001258001	CHIA	chr1	111857901	111863088
NM_023070	ZFP69B	chr1	40916633	40929261
NM_022968	SERF1A	chr5	69321278	69328214
NM_022968	SERF1A	chr5	70196696	70203633
NM_023068	SIGLEC1	chr20	3669206	3687775
NM_025185	TANC2	chr17	61086920	61499316
NM_022138	SMOC2	chr6	168842050	169067118
NM_022165	LIN7B	chr19	49617661	49621630
NM_022164	TINAGL1	chr1	32042749	32052580
NM_022121	PERP	chr6	138413178	138428477
NM_024491	CEP70	chr3	138213856	138291769
NM_032547	SCOC	chr4	141264792	141302258
NM_032546	TRIM54	chr2	27505599	27529409
NM_032539	SLITRK2	chrX	144903943	144906481
NM_032538	TTBK1	chr6	43214398	43253114
NM_001127199	GAGE12D	chrX	49317046	49323158
NM_001015001	CKMT1A	chr15	43986248	43991287
NM_001030055	ARHGAP5	chr14	32559875	32624154
NM_001127199	GAGE12D	chrX	49326599	49332717
NM_001042762	FIGNL1	chr7	50512960	50514985
NM_001042751	STAG2	chrX	123156477	123234447
NM_001101320	SERPINE3	chr13	51915227	51936133
NM_001101676	SAMD12	chr8	119209948	119634055
NM_024762	ZNF552	chr19	58319407	58326111
NM_024761	MOB3B	chr9	27330584	27455548
NM_024759	NIPAL2	chr8	99205278	99306365
NM_199047	TBPL2	chr14	55881096	55907263
NM_198947	FAM111B	chr11	58877098	58893775
NM_198946	LCN6	chr9	139639113	139642935
NM_001004485	OR13F1	chr9	107266543	107267503
NM_001008528	MXRA7	chr17	74673669	74707028
NM_001012659	ARGFX	chr3	121289560	121305447
NM_001012636	IL32	chr16	3115812	3119356
NM_001078166	SRSF1	chr17	56083107	56084498
NM_001099856	IKBKG	chrX	153770478	153792676
NM_001100390	IQCE	chr7	2598815	2649796
NM_001114600	SZRD1	chr1	16693752	16721635
NM_001114397	DHX36	chr3	153993959	154042205
NM_001114395	CNTLN	chr9	17135063	17298380
NM_001097596	XAGE1B	chrX	52513454	52514175
NM_001037732	DEFB128	chr20	168526	170264
NM_001037731	DEFB116	chr20	29891014	29896388
NM_001037729	DEFB113	chr6	49936389	49937338
NM_147198	WFDC9	chr20	44236748	44238820
NM_147197	WFDC11	chr20	44277357	44279239
NM_147196	TMIE	chr3	46742977	46751178
NM_147195	ANKRD18A	chr9	38572041	38620282
NM_139049	MAPK8	chr10	49609703	49643072
NM_147193	GLIS1	chr1	53972291	54060575
NM_001126107	SLC12A3	chr16	56899147	56947317
NM_001130847	AIFM1	chrX	129271492	129299630
NM_001134855	TRIM17	chr1	228596723	228602773
NM_001134851	TCF7	chr5	133451628	133481511
NM_001134848	CCDC152	chr5	42759223	42799883
NM_001134836	SIRPB2	chr20	1456811	1472005
NM_001134832	AHI1	chr6	135709118	135813375
NM_001134831	AHI1	chr6	135606782	135813375
NM_001126337	TUFT1	chr1	151512842	151554183
NM_001126339	THTPA	chr14	24025966	24028049
NM_001199527	UMODL1	chr21	43496253	43557730
NM_052866	ADAMTSL1	chr9	18474230	18684802
NM_001004713	OR1I1	chr19	15197876	15198944
NM_001040056	MAPK3	chr16	30128157	30134530
NM_025187	C16orf70	chr16	67144078	67181034
NM_022358	KCNK15	chr20	43374551	43379479
NM_022357	DPEP3	chr16	68009667	68014358
NM_022356	LEPRE1	chr1	43212367	43232642
NM_021127	PMAIP1	chr18	57567409	57569985
NM_022353	OSGEPL1	chr2	190615303	190626366
NM_022351	NECAB1	chr8	91804114	91967740
NM_022350	ERAP2	chr5	96215389	96253309
NM_003142	SSB	chr2	170657470	170668266
NM_004724	ZW10	chr11	113604415	113644388
NM_004725	BUB3	chr10	124914433	124923351
NM_006458	TRIM3	chr11	6470257	6486925
NM_003483	HMGA2	chr12	66219050	66357072
NM_001009931	HRNR	chr1	152185551	152195729
NM_001145152	VPS37A	chr8	17104753	17143936
NM_001145149	VAMP7	chrX	155119129	155171615
NM_001163474	ZNF746	chr7	149171474	149194627
NM_001163508	DCAF4	chr14	73404686	73425513
NM_001163484	DCAF11	chr14	24584803	24592518
NM_001172288	CT45A5	chrX	134946156	134950246
NM_001172285	GLRA4	chrX	102973888	102983131
NM_001253915	TBC1D1	chr4	38126584	38138956
NM_001253914	TBC1D1	chr4	38117482	38138956
NM_001253913	TBC1D1	chr4	38117482	38138956
NM_001253912	TBC1D1	chr4	37903716	38138956
NM_001143767	ZNF438	chr10	31133889	31165963
NM_001143766	ZNF438	chr10	31133889	31165963
NM_001143764	SYCE1	chr10	135368495	135379033
NM_001144961	NFKBIL1	chr6	31515471	31526388
NM_000728	CALCB	chr11	15096264	15098991
NM_000727	CACNG1	chr17	65040776	65052387
NM_000726	CACNB4	chr2	152695632	152955525
NM_000725	CACNB3	chr12	49212712	49221682
NM_000724	CACNB2	chr10	18550198	18828653
NM_000723	CACNB1	chr17	37331445	37353748
NM_000722	CACNA2D1	chr7	81579707	82072775
NM_000721	CACNA1E	chr1	181452880	181767970
NM_001162490	ARL13A	chrX	100228678	100243495
NM_001392	DTNA	chr18	32335940	32409035
NM_001501	GNRH2	chr20	3025060	3026382
NM_001165882	ZNF268	chr12	133768089	133781116
NM_003782	B3GALT4	chr6	33245196	33246333
NM_001201480	OSBPL6	chr2	179170911	179260286
NM_000220	KCNJ1	chr11	128709019	128712312
NM_000131	F7	chr13	113760155	113773322
NM_000130	F5	chr1	169483550	169555624
NM_000217	KCNA1	chr12	5020544	5022032
NM_178120	DLX1	chr2	172950405	172952985
NM_178539	FAM19A2	chr12	62104186	62261206
NM_178537	B4GALNT4	chr11	369803	381792
NM_178536	LCN12	chr9	139846779	139849851
NM_178532	RNF180	chr5	63496634	63513247
NM_178527	SLC9C2	chr1	173470232	173570915
NM_001131062	SAP30L	chr5	153826164	153835588
NM_001130961	PLCH1	chr3	155201154	155393828
NM_001199641	IL33	chr9	6241694	6256168
NM_001178010	CDC45	chr22	19467491	19506431
NM_001193308	SYTL1	chr1	27671825	27680343
NM_014693	ECE2	chr3	183967482	184010026
NM_138356	SHF	chr15	45460144	45491272
NM_138355	SCRN2	chr17	45915209	45918209
NM_138353	DCAF15	chr19	14063324	14071807
NM_138352	SAMD1	chr19	14199228	14201232
NM_138349	TP53I13	chr17	27895776	27899942
NM_138350	THAP3	chr1	6685278	6694148
NM_182632	SLC6A18	chr5	1225592	1246193
NM_182649	PCNA	chr20	5095928	5100444
NM_001242460	GHR	chr5	42565976	42719526
NM_001242461	GHR	chr5	42565976	42718198
NM_001243099	IL5RA	chr3	3111949	3146668
NM_001243094	HSF2	chr6	122720882	122741379
NM_001242442	GRB7	chr17	37895158	37903150
NM_001258002	CHIA	chr1	111860305	111863088
NM_001258006	COPS4	chr4	83956377	83996506
NM_001258003	CHIA	chr1	111857901	111863088
NM_001257995	C13orf45	chr13	76445262	76457238
NM_001257997	IL4R	chr16	27357901	27375151
NM_001257990	FBXO7	chr22	32875187	32894517
NM_001257994	TRMT2A	chr22	20100296	20104429
NM_001005196	OR8B4	chr11	124293837	124294767
NM_001034852	SMOC1	chr14	70346395	70496975
NM_001034845	GALNTL6	chr4	172735731	173961251
NM_001034842	PTCHD3	chr10	27687222	27703179
NM_001034838	KCNIP1	chr5	169780880	170162810
NM_001034836	RDM1	chr17	34249536	34257731
NM_001034833	NHP2	chr5	177576796	177580818
NM_001034194	EXOSC9	chr4	122722579	122738011
NM_133337	MYOF	chr10	95066719	95241951
NM_001163523	ITPRIPL1	chr2	96992393	96994037
NM_001163509	DCAF4	chr14	73404720	73425513
NM_001172640	CELF1	chr11	47493781	47510566
NM_001172639	CELF1	chr11	47493781	47521075
NM_001172638	ZFP62	chr5	180275791	180288219
NM_001172502	SLC6A2	chr16	55705758	55736258
NM_001172631	TECPR2	chr14	102843058	102931641
NM_002518	NPAS2	chr2	101521216	101612044
NM_004319	ASTN1	chr1	176833419	177133812
NM_004320	ATP2A1	chr16	28889992	28915025
NM_004318	ASPH	chr8	62415917	62626930
NM_001172623	NEO1	chr15	73345016	73595037
NM_001202543	CUX1	chr7	101459310	101892322
NM_176816	CCDC125	chr5	68578555	68616367
NM_176815	DHFRL1	chr3	93779791	93780355
NM_176814	ZNF800	chr7	127011867	127031611
NM_176813	AGR3	chr7	16899205	16918242
NM_176812	CHMP4B	chr20	32399274	32441366
NM_176811	NLRP8	chr19	56459268	56499279
NM_176810	NLRP13	chr19	56407310	56443677
NM_024507	KREMEN2	chr16	3014521	3017974
NM_024006	VKORC1	chr16	31102454	31106050
NM_022842	CDCP1	chr3	45127129	45187779
NM_022561	GH1	chr17	61994668	61996136
NM_001099274	TINF2	chr14	24709002	24711538
NM_001128214	KCTD6	chr3	58484482	58487359
NM_001128213	WDSUB1	chr2	160092543	160139580
NM_006721	ADK	chr10	75911036	76468203
NM_001080491	USP6NL	chr10	11504439	11574231
NM_001142598	P4HA2	chr5	131528702	131554319
NM_001098202	HIC1	chr17	1959603	1962129
NM_001144954	C5orf47	chr5	173416266	173428218
NM_001145053	EFCAB5	chr17	28270645	28400708
NM_001161766	AHCY	chr20	32868839	32883335
NM_001177664	RIF1	chr2	152266937	152331585
NM_001177643	DAG1	chr3	49547967	49570632
NM_001177642	DAG1	chr3	49547967	49570632
NM_001177636	DAG1	chr3	49547967	49570632
NM_001198615	MAP7	chr6	136665365	136787920
NM_015430	PAMR1	chr11	35453903	35547133
NM_152563	FAM86C1	chr11	71498582	71510693
NM_152562	CDCA2	chr8	25317755	25365254
NM_024922	CES3	chr16	66995210	67006952
NM_024921	POF1B	chrX	84534426	84634459
NM_024919	FRMD1	chr6	168457776	168479774
NM_024918	DSN1	chr20	35381190	35399861
NM_024917	TRMT2B	chrX	100265569	100297278
NM_024915	GRHL2	chr8	102504997	102678931
NM_025015	HSPA12A	chr10	118434291	118501980
NM_001199281	CABIN1	chr22	24431965	24574164
NM_001174164	PRRT4	chr7	127990909	128000045
NM_001199707	KIAA0895	chr7	36366368	36406451
NM_001199887	IL7	chr8	79645947	79717157
NM_000834	GRIN2B	chr12	13715716	14019142
NM_000823	GHRHR	chr7	31003683	31018859
NM_005158	ABL2	chr1	179076852	179112179
NM_004763	ITGB1BP1	chr2	9546962	9558826
NM_005156	PTBP3	chr9	114986130	115095757
NM_005155	PPT2	chr6	32122371	32130727
NM_004757	AIMP1	chr4	107246166	107268849
NM_004746	DLGAP1	chr18	3499182	3880068
NM_001039585	PTGFR	chr1	78958428	79002115
NM_001042452	MST4	chrX	131157645	131208187
NM_001101311	TMEM176B	chr7	150488618	150493657
NM_001100917	TSPAN19	chr12	85408265	85423724
NM_001098475	TDRD10	chr1	154479379	154520033
NM_032387	WNK4	chr17	40932716	40948706
NM_032525	TUBB6	chr18	12308291	12326129
NM_032385	FAXDC2	chr5	154199875	154217738
NM_032383	HPS3	chr3	148847510	148890009
NM_032382	COG8	chr16	69364741	69373455
NM_032380	GFM2	chr5	74017479	74059567
NM_032379	SYTL2	chr11	85406237	85425491
NM_032378	EEF1D	chr8	144661961	144672251
NM_176801	ADD1	chr4	2877642	2929898
NM_022135	POPDC2	chr3	119361322	119379270
NM_022134	GAL3ST2	chr2	242716370	242743581
NM_022133	SNX16	chr8	82713731	82752221
NM_022132	MCCC2	chr5	70883252	70952687
NM_001127229	AURKAIP1	chr1	1309180	1310136
NM_001127235	GPBP1	chr5	56509957	56558579
NM_001134418	LEPREL1	chr3	189675700	189713168
NM_001134415	TBCCD1	chr3	186268938	186282118
NM_001134398	VAV2	chr9	136629183	136857400
NM_000164	GIPR	chr19	46172778	46185193
NM_003037	SLAMF1	chr1	160580537	160616735
NM_001145646	APH1B	chr15	63569822	63597980
NM_014033	METTL7A	chr12	51318821	51323933
NM_014031	SLC27A6	chr5	128301830	128368975
NM_014030	GIT1	chr17	27901719	27916396
NM_018060	IARS2	chr1	220267558	220320977
NM_001258277	TMEM200A	chr6	130761567	130763043
NM_001258276	TMEM200A	chr6	130761567	130763043
NM_001258275	SAMD3	chr6	130465664	130536418
NM_001099682	MAGIX	chrX	49019227	49022738
NM_001099681	MAGIX	chrX	49019227	49022738
NM_001142801	EYS	chr6	66042216	66205303
NM_001256915	IDNK	chr9	86243844	86258695
NM_001134442	ZNF502	chr3	44761753	44763944
NM_001134441	ZNF502	chr3	44761753	44763944
NM_001134440	ZNF502	chr3	44761753	44763944
NM_000598	IGFBP3	chr7	45954418	45960739
NM_000743	CHRNA3	chr15	78888945	78913136
NM_000742	CHRNA2	chr8	27319145	27328575
NM_003798	CTNNAL1	chr9	111705048	111775722
NM_003527	HIST1H2BO	chr6	27861240	27861621
NM_004055	CAPN5	chr11	76795932	76834916
NM_003954	MAP3K14	chr17	43342002	43368111
NM_005045	RELN	chr7	103113258	103629803
NM_005255	GAK	chr4	843460	925975
NM_004930	CAPZB	chr1	19666023	19811932
NM_005030	PLK1	chr16	23690253	23701384
NM_005222	DLX6	chr7	96635289	96639359
NM_005528	DNAJC4	chr11	63998326	64001656
NM_005527	HSPA1L	chr6	31777823	31779749
NM_004877	GMFG	chr19	39819116	39826616
NM_001206845	GSG1	chr12	13237834	13248541
NM_001256071	RNF213	chr17	78237480	78367298
NM_001040655	TTC23	chr15	99678214	99768917
NM_001040653	ZXDC	chr3	126180371	126194708
NM_001072	UGT1A6	chr2	234601650	234681205
NM_001078	VCAM1	chr1	101185416	101203839
NM_001725	BPI	chr20	36932613	36965586
NM_001724	BPGM	chr7	134346259	134363783
NM_001142477	NREP	chr5	111066617	111091469
NM_001756	SERPINA6	chr14	94770754	94780985
NM_001931	DLAT	chr11	111896196	111933259
NM_002030	FPR3	chr19	52327001	52328063
NM_002029	FPR1	chr19	52249194	52250247
NM_001930	DHPS	chr19	12786651	12792580
NM_001928	CFD	chr19	859689	863238
NM_002028	FNTB	chr14	65453671	65528030
NM_002027	FNTA	chr8	42911489	42940425
NM_001755	CBFB	chr16	67063310	67132635
NM_001754	RUNX1	chr21	36164431	36421196
NM_001752	CAT	chr11	34460560	34492980
NM_001744	CAMK4	chr5	110560181	110820164
NM_001735	C5	chr9	123715016	123812524
NM_001926	DEFA6	chr8	6782339	6783557
NM_001925	DEFA4	chr8	6793541	6794421
NM_002025	AFF2	chrX	147582617	148072862
NM_002024	FMR1	chrX	146993697	147030364
NM_001924	GADD45A	chr1	68151177	68153457
NM_002023	FMOD	chr1	203311470	203317398
NM_001923	DDB1	chr11	61067607	61100440
NM_001005389	NFASC	chr1	204913443	204945952
NM_001024935	WASF1	chr6	110421724	110448804
NM_001168319	EDN1	chr6	12290862	12296300
NM_001168355	OSMR	chr5	38869146	38886330
NM_001168348	NSUN5	chr7	72717592	72722787
NM_001004105	GRK6	chr5	176853846	176868251
NM_006463	STAMBP	chr2	74057983	74089386
NM_006462	RBCK1	chr20	389382	411074
NM_006461	SPAG5	chr17	26904716	26925964
NM_006459	ERLIN1	chr10	101911887	101945383
NM_001184731	GHRH	chr20	35879615	35885292
NM_001128141	DPEP1	chr16	89696818	89704630
NM_001127605	LIPA	chr10	90974584	91007405
NM_001142565	CPSF7	chr11	61178414	61196707
NM_001142564	CNGA1	chr4	47938437	47973117
NM_001142560	RRNAD1	chr1	156698896	156706436
NM_001142556	HMMR	chr5	162887698	162918170
NM_001142555	ADCK4	chr19	41197939	41220537
NM_001142554	TRMT1	chr19	13215748	13227213
NM_001142551	WDR47	chr1	109514051	109566134
NM_052851	STARD13	chr13	33679729	33716479
NM_130770	HTR3C	chr3	183770868	183778140
NM_181457	PAX3	chr2	223066642	223163334
NM_181446	FSHR	chr2	49189871	49381556
NM_032237	SGK196	chr8	42958691	42978020
NM_052999	CMTM1	chr16	66600416	66612904
NM_001105243	PCDH19	chrX	99551274	99663595
NM_001097604	XAGE1E	chrX	52541140	52544503
NM_001005339	RGS10	chr10	121259624	121302150
NM_001005415	MARCH2	chr19	8486724	8503430
NM_001177304	PLSCR4	chr3	145912197	145938674
NM_001184762	CLTA	chr9	36191053	36211771
NM_001184761	CLTA	chr9	36191053	36211626
NM_001184760	CLTA	chr9	36191053	36211771
NM_001003699	RREB1	chr6	7182144	7249201
NM_020165	RAD18	chr3	8923040	9005069
NM_020164	ASPH	chr8	62577809	62602247
NM_020163	SEMA3G	chr3	52469618	52479043
NM_020162	DHX33	chr17	5347524	5372179
NM_020161	C2orf83	chr2	228476109	228497801
NM_020160	MEIS3	chr19	47909733	47922338
NM_025180	CEP63	chr3	134214162	134280377
NM_025176	NINL	chr20	25434086	25507223
NM_025170	PREX2	chr8	68864629	69017597
NM_025169	ZKSCAN7	chr3	44598539	44624483
NM_025165	ELL3	chr15	44065313	44069099
NM_025164	SIK3	chr11	116717111	116968957
NM_001014437	CARS	chr11	3022343	3078597
NM_001014436	DBNL	chr7	44084336	44100515
NM_001080509	TSPAN11	chr12	31106925	31144850
NM_000437	PAFAH2	chr1	26288479	26317307
NM_000436	OXCT1	chr5	41731830	41870460
NM_000435	NOTCH3	chr19	15271472	15311716
NM_001731	BTG1	chr12	92537855	92539311
NM_001729	BTC	chr4	75673250	75719535
NM_001728	BSG	chr19	572634	582577
NM_032609	COX4I2	chr20	30226820	30232707
NM_032599	FAM71F1	chr7	128355495	128371167
NM_032598	SPATA22	chr17	3343440	3372619
NM_032608	MYO18B	chr22	26157059	26423644
NM_032597	MS4A14	chr11	60164051	60184481
NM_030666	SERPINB1	chr6	2833841	2840820
NM_030662	MAP2K2	chr19	4090595	4123872
NM_032606	CAPS2	chr12	75670022	75723639
NM_032595	PPP1R9B	chr17	48212695	48227874
NM_032604	ABHD1	chr2	27346816	27353612
NM_032594	INSM2	chr14	36003458	36005159
NM_032593	HINT2	chr9	35813050	35814976
NM_032603	LOXL3	chr2	74760732	74779761
NM_032602	GJA10	chr6	90604187	90605819
NM_032592	ACCS	chr11	44089177	44105342
NM_032591	SLC9A7	chrX	46466386	46618464
NM_032601	MCEE	chr2	71337099	71357349
NM_032590	KDM2B	chr12	121868090	122018816
