gene	canonical	chrom	start	end
ETV1	NM_004956	7	13891230	13991425
MCAT	NM_173467	22	43132205	43143397
RABGEF1	NM_001287060	7	66682090	66811461
UTP20	NM_014503	12	101280126	101386619
WTAP	NM_004906	6	159726997	159756321
BECN1	NM_003766	17	42810131	42824316
SRSF6	NM_006275	20	43457863	43463604
CNOT10	NM_015442	3	32685144	32773875
BRD8	NM_139199	5	138139769	138178669
KIR2DL1	NM_014218	19	54724458	54784326
ARID3B	NM_001307939	15	74541176	74598131
OTX1	NM_014562	2	63050056	63057831
PPP4R3B	NM_001122964	2	55547291	55617725
PRDM5	NM_018699	4	120691912	120922866
SH3D21	NM_001162530	1	36306392	36321347
EVA1B	NM_018166	1	36322029	36324154
PAAF1	NM_001267803	11	73876698	73927736
OSCP1	NM_001330493	1	36417905	36450485
MRPS5	NM_031902	2	95085390	95122027
CALM3	NM_005184	19	46601073	46610782
RAB29	NM_001135663	1	205767985	205775482
SLC44A1	NM_080546	9	105244604	105438515
ALPPL2	NM_031313	2	232406841	232410714
CCAR1	NM_018237	10	68721143	68792377
SRSF8	NM_032102	11	95066876	95071224
SLC25A2	NM_031947	5	141302628	141304063
DDX43	NM_018665	6	73394561	73417566
ABCA3	NM_001089	16	2275877	2340746
HAUS2	NM_001323631	15	42548812	42569992
EXOSC1	NM_001318365	10	97435908	97446017
CLUL1	NM_001289036	18	596997	650293
FPGS	NM_001018078	9	127802857	127814081
MCM2	NM_004526	3	127598356	127622435
LRP2	NM_004525	2	169127108	169362612
ZNF286A	NM_001288645	17	15699576	15720786
SHPK	NM_013276	17	3608261	3636322
FAM189B	NM_006589	1	155247204	155255483
KIAA1841	NM_001129993	2	61065869	61138034
MANEAL	NM_001113482	1	37794101	37801606
UBE2L6	NM_198183	11	57551654	57568330
ZNF467	NM_207336	7	149764181	149773479
CD36	NM_001001548	7	80602187	80679277
JAK2	NM_001322194	9	4985085	5128183
COX7A2	NM_001865	6	75237674	75243928
NPC1L1	NM_013389	7	44512535	44541315
GAGE12I	NM_001477	X	49341209	49577757
HSD17B4	NM_001199291	5	119452442	119542335
LRRC7	NM_001330635	1	69567184	70123488
TKT	NM_001135055	3	53224706	53256114
RRBP1	NM_001042576	20	17613677	17682283
PIGH	NM_004569	14	67589305	67600300
RAD9A	NM_004584	11	67391951	67398412
KIAA0754	NM_015038	1	39409503	39416482
IQGAP3	NM_178229	1	156525404	156572604
CDYL	NM_004824	6	4776445	4955544
CHORDC1	NM_012124	11	90200429	90223364
RPS6KA1	NM_002953	1	26529757	26575029
CRYGD	NM_006891	2	208121606	208124589
KYAT1	NM_001287390	9	128832941	128882075
SLC12A1	NM_000338	15	48206300	48304078
U2AF1L5	NM_001320651	21	6484622	43107606
KCNIP2	NM_014591	10	101825973	101843920
BAX	NM_004324	19	48954859	48961798
LGALS9	NM_009587	17	27631147	27649560
HDGF	NM_004494	1	156742106	156752448
NDOR1	NM_001144026	9	137205666	137219361
NFS1	NM_021100	20	35668687	35699365
ADGRB2	NM_001294335	1	31727104	31764063
HNRNPU	NM_031844	1	244850299	244864525
CSRNP3	NM_001172173	2	165469646	165689407
RTL1	NM_001134888	14	100880654	100884847
PIK3R4	NM_014602	3	130678933	130746852
YTHDF3	NM_001277813	8	63168552	63212788
CDH17	NM_001144663	8	94127165	94217303
CAMTA1	NM_015215	1	6785323	7769706
VPS13A	NM_033305	9	77177444	77417483
CEP70	NM_001320598	3	138494338	138594383
RNF151	NM_001348711	16	1966822	1968976
CCDC81	NM_001156474	11	86374735	86423109
TOR2A	NM_130459	9	127731523	127735349
NRG1	NM_001322206	8	31639751	32767957
PIK3R3	NM_003629	1	46040139	46174901
LDLRAD3	NM_174902	11	35943980	36232136
GIMAP1-GIMAP5	NM_001199577	7	150716556	150743649
CRYAB	NM_001885	11	111908619	111913213
CXCL3	NM_002090	4	74036590	74038773
ENO3	NM_001976	17	4951088	4957131
CCNT1	NM_001240	12	48688457	48716998
AOC3	NM_003734	17	42851183	42858131
SLFNL1	NM_001168247	1	41015596	41021755
DCD	NM_001300854	12	54644590	54648493
CACNA1C	NM_199460	12	2053249	2697949
RIMS1	NM_014989	6	71886702	72403143
TMEM11	NM_003876	17	21197949	21214595
NPHS1	NM_004646	19	35825371	35851993
GSG1L2	NM_001310219	17	9802385	9822071
UAP1	NM_001324115	1	162561439	162599843
FOXJ3	NM_001198851	1	42176538	42335877
SGCD	NM_000337	5	156326756	156767787
CC2D2B	NM_001349008	10	95907964	96033745
PITPNM3	NM_031220	17	6451262	6556557
ADAMTSL4	NM_001288608	1	150549368	150560936
PPCS	NM_001287510	1	42456340	42473378
ZKSCAN3	NM_001242894	6	28349913	28369177
CCDC30	NM_001080850	1	42534888	42654664
ZIC1	NM_003412	3	147409393	147416719
MYO5A	NM_000259	15	52307283	52529050
CLDN19	NM_001123395	1	42733092	42740254
ASMT	NM_001171038	Y	1595454	1643081
NCK1	NM_001291999	3	136862207	136951610
MLF1	NM_001195432	3	158571163	158606460
RPAP1	NM_015540	15	41517175	41544277
BCL2L12	NM_138639	19	49665141	49673916
ERMAP	NM_001017922	1	42817104	42844989
CLEC10A	NM_182906	17	7074536	7080307
IGF1	NM_001111283	12	102395866	102480645
CHRND	NM_000751	2	232526159	232536665
CFAP57	NM_001195831	1	43172329	43254358
B3GNT7	NM_145236	2	231395623	231401164
C1orf210	NM_182517	1	43281885	43285617
MSANTD3	NM_001198807	9	100427212	100451734
NGFR	NM_002507	17	49495292	49515020
ORC5	NM_002553	7	104126340	104208047
IDNK	NM_001256915	9	83623048	83644130
SRI	NM_003130	7	88205116	88226993
RNF34	NM_194271	12	121400082	121424352
SAV1	NM_021818	14	50633579	50668353
MED8	NM_001001653	1	43383907	43389812
POLR3B	NM_018082	12	106357657	106510198
PRMT5	NM_001039619	14	22920510	22929585
RACK1	NM_006098	5	181236927	181243906
CORO2B	NM_001190457	15	68518372	68727805
YAP1	NM_001282101	11	102110460	102233423
RAPGEF3	NM_001098531	12	47734669	47759106
HYI	NM_001330526	1	43451002	43453989
REL	NM_002908	2	60881494	60928156
NRAS	NM_002524	1	114704463	114716894
SQOR	NM_021199	15	45631147	45691294
C14orf105	NM_001283056	14	57469299	57493863
MEFV	NM_000243	16	3242027	3256627
PPWD1	NM_001278926	5	65563235	65587549
TLE3	NM_005078	15	70047790	70097917
KCNMA1	NM_001322830	10	76869600	77637819
ZNF576	NM_024327	19	43596391	43600435
PTPRN2	NM_001308268	7	157539051	158587802
UNC5D	NM_080872	8	35235456	35796550
ODF2	NM_001351580	9	128455154	128501292
ARTN	NM_057090	1	43933319	43937240
HP	NM_005143	16	72054591	72061056
FGB	NM_005141	4	154562979	154572763
ANXA3	NM_005139	4	78551587	78610451
ZC3H11A	NM_001319238	1	203795536	203854128
GRIK1	NM_000830	21	29536932	29940052
ANKRD30B	NM_001145029	18	14748239	14852738
CRLS1	NM_001323563	20	6005937	6040051
CFAP45	NM_012337	1	159872363	159900116
CHRDL2	NM_015424	11	74696427	74731385
CKAP2L	NM_152515	2	112736350	112764677
CHCHD5	NM_032309	2	112584436	112589040
ADAM22	NM_001324418	7	87934142	88202889
RXFP1	NM_001253732	4	158521713	158653369
SEMA3E	NM_012431	7	83363905	83649163
PRM2	NM_001286359	16	11275635	11276480
TP53TG3	NM_016212	16	32673527	33462249
C1orf228	NM_001145636	1	44674721	44725591
DIAPH2	NM_006729	X	96684662	97600598
SCFD2	NM_152540	4	52872983	53366075
ZNF160	NM_001322130	19	53066613	53103434
BTBD19	NM_001136537	1	44808481	44814129
PTCH2	NM_001166292	1	44819843	44842944
VPS39	NM_001301138	15	42158700	42208326
CAMK1D	NM_153498	10	12349542	12835545
HPDL	NM_032756	1	45326872	45328674
RHOBTB2	NM_015178	8	22987416	23020197
CCDC42	NM_144681	17	8729927	8744836
PHKG2	NM_000294	16	30748298	30761181
CYP1A2	NM_000761	15	74748842	74756600
ALDH3B1	NM_001161473	11	68008546	68029282
ADH1C	NM_000669	4	99336491	99353045
NAT1	NM_001160170	8	18170461	18223689
IL6R	NM_000565	1	154405192	154469450
CCDC25	NM_018246	8	27733315	27772653
PRKAG2	NM_016203	7	151556114	151877231
APOH	NM_000042	17	66212028	66229438
HBA2	NM_000517	16	172846	173710
BARD1	NM_000465	2	214725645	214809711
MYO16	NM_001198950	13	108596151	109208007
DNMT3B	NM_006892	20	32762384	32809356
FAM136A	NM_001329755	2	70295975	70302088
ADGRA3	NM_145290	4	22387373	22516054
CDC45	NM_001178010	22	19479825	19520612
DPP10	NM_001321905	2	114442357	115845752
ZBTB49	NM_145291	4	4290196	4321786
STOML3	NM_001144033	13	38965924	38990859
CCDC17	NM_001114938	1	45620043	45624059
ISLR2	NM_001130136	15	74129373	74136802
JCAD	NM_001350022	10	30012799	30115494
TMEM69	NM_016486	1	45688174	45694436
SH2D2A	NM_001161441	1	156806242	156816848
ELF1	NM_172373	13	40931918	41019372
MAST2	NM_001324321	1	45803606	46036124
SLC44A5	NM_001320285	1	75202130	75616009
PLD5	NM_001320272	1	242088386	242524696
AP3M1	NM_001320263	10	74120256	74151085
SLC38A2	NM_018976	12	46358187	46372862
MKI67	NM_002417	10	128096660	128126204
CD99	NM_001321367	X	2691132	2741309
MS4A2	NM_000139	11	60088663	60098467
MRPL16	NM_017840	11	59806134	59810872
ERBIN	NM_001253699	5	65926553	66081023
TPCN1	NM_001351346	12	113221437	113298584
ZNF32	NM_001324165	10	43643858	43648878
CAMK2B	NM_001220	7	44217149	44325631
ZNF37A	NM_001324259	10	38094335	38150269
RALYL	NM_173848	8	84183217	84921843
PROS1	NM_001314077	3	93873036	93974090
TSTD1	NM_001113205	1	161037631	161038984
ZNF185	NM_001178106	X	152914441	152973481
DSE	NM_001322937	6	116254151	116438291
ITGAM	NM_001145808	16	31259966	31332892
RCAN1	NM_004414	21	34516442	34615142
ELP5	NM_203413	17	7251736	7259940
PLPP6	NM_203453	9	4662293	4665272
CAP1	NM_001350479	1	40040064	40072649
TRIM39	NM_172016	6	30326843	30343729
HEYL	NM_014571	1	39623430	39639676
NCAPH2	NM_001185011	22	50508215	50524780
ZNF500	NM_021646	16	4748391	4767218
SRRM1	NM_001303448	1	24643102	24673281
SCNN1G	NM_001039	16	23182718	23216879
TLE1	NM_001303103	9	81583682	81689535
PDILT	NM_174924	16	20359169	20404711
ZDHHC22	NM_174976	14	77131269	77141791
KRT73	NM_175068	12	52607569	52618559
CYP4A22	NM_001308102	1	47137424	47148854
SMIM1	NM_001163724	1	3772760	3775982
TTC14	NM_001042601	3	180602129	180618347
TBC1D7	NM_001318806	6	13304950	13328583
MUC20	NM_001282506	3	195720881	195733553
DPP3	NM_130443	11	66480012	66509659
PCMT1	NM_005389	6	149749694	149811421
NSUN4	NM_199044	1	46340176	46365152
MST1R	NM_002447	3	49887002	49903637
KANK1	NM_001256877	9	470293	746106
PID1	NM_017933	2	229023972	229271341
PRSS12	NM_003619	4	118280037	118352767
TP73	NM_005427	1	3652564	3736201
SLC5A9	NM_001135181	1	48222684	48248644
SPATA6	NM_019073	1	48295371	48472208
MKKS	NM_018848	20	10404779	10434239
SLC25A40	NM_018843	7	87834498	87876377
COX4I1	NM_001318794	16	85799566	85807003
TMEM63B	NM_001318792	6	44126913	44155519
TLR2	NM_001318787	4	153684251	153706260
SP140L	NM_138402	2	230327178	230403730
ETFA	NM_000126	15	76216287	76311469
COLEC10	NM_001324095	8	118952166	119108455
N4BP2	NM_001318359	4	40056903	40158252
UGCG	NM_003358	9	111896765	111935374
HACE1	NM_020771	6	104728092	104859919
USP48	NM_032236	1	21678578	21783199
IFNAR2	NM_001289125	21	33229894	33264513
ZIC3	NM_003413	X	137566126	137577691
RCHY1	NM_001278539	4	75479036	75514430
ZNF610	NM_001161425	19	52336244	52367123
MPI	NM_001330372	15	74890004	74899457
MICA	NM_001289152	6	31399783	31415316
TPBG	NM_006670	6	82363205	82367416
MARCH1	NM_001166373	4	163524297	164383255
LNPK	NM_001305009	2	175923891	176002345
TSEN34	NM_001282332	19	54190267	54194536
TMEM217	NM_001286401	6	37212177	37258155
RTKN2	NM_145307	10	62193085	62268863
ZNF493	NM_001076678	19	21397118	21427494
OSBPL3	NM_015550	7	24796536	24980212
ZNF396	NM_001322290	18	35366696	35377337
SSBP3	NM_145716	1	54225430	54406395
NSMCE2	NM_001349486	8	125091822	125367125
KLHL24	NM_001349419	3	183635622	183684516
BSG	NM_001728	19	571276	583493
SDR9C7	NM_148897	12	56923153	56934405
OSBPL9	NM_001350208	1	51616873	51789219
CC2D1B	NM_032449	1	52350592	52366205
NOSTRIN	NM_001171631	2	168786538	168865339
ANKRD20A1	NM_032250	9	66109846	67902394
UNC119B	NM_001080533	12	120710434	120723640
ZCCHC11	NM_001009881	1	52423275	52553090
GNB5	NM_016194	15	52120925	52191368
CEND1	NM_016564	11	787109	790126
TUFT1	NM_001301317	1	151540304	151583583
SMN2	NM_017411	5	70049522	70953015
ZYG11A	NM_001004339	1	52842510	52894575
ECHDC2	NM_001319958	1	52895909	52921785
C1orf54	NM_001301039	1	150272283	150280924
PKD2L2	NM_001258449	5	137889435	137942745
CIB3	NM_054113	19	16161367	16173525
LILRB2	NM_005874	19	54273820	54281178
CPNE2	NM_152727	16	57092542	57147966
OPRK1	NM_001282904	8	53225715	53251697
WNT2	NM_003391	7	117276630	117323289
IFI27	NM_001288957	14	94110732	94116699
LAMP5	NM_012261	20	9514357	9530524
HACL1	NM_012260	3	15560703	15601852
MAGOH	NM_002370	1	53226891	53238610
HBS1L	NM_006620	6	134960382	135054898
KLHL4	NM_019117	X	87517711	87670050
KLHDC3	NM_057161	6	43014102	43021298
CNIH4	NM_001277199	1	224356810	224379451
KPNA6	NM_012316	1	32108042	32176567
MMD	NM_012329	17	55392612	55421980
PAK3	NM_001128168	X	110944240	111227361
TMCO5A	NM_001330255	15	37934606	37967724
PHACTR4	NM_001350159	1	28369553	28500369
PCLO	NM_033026	7	82754004	83162881
LRRC20	NM_207119	10	70298969	70382650
LDLRAD1	NM_001010978	1	54007297	54018186
TMEM59	NM_001305043	1	54026680	54053573
PCSK6	NM_002570	15	101303927	101489984
DEFB125	NM_153325	20	87671	96573
DEFB123	NM_153324	20	31440518	31450257
CDCP2	NM_201546	1	54138994	54153006
CYB5RL	NM_001031672	1	54172353	54200073
CASZ1	NM_001079843	1	10636605	10796676
EFCAB11	NM_001284269	14	89794990	89954777
ATP6V0E2	NM_145230	7	149872967	149880712
STK32B	NM_001306082	4	5051516	5501001
ADGRE3	NM_032571	19	14619116	14674918
FAM151A	NM_176782	1	54609176	54623527
MROH7	NM_001039464	1	54641739	54710267
CKAP2	NM_001098525	13	52455359	52476631
KRTAP9-4	NM_033191	17	41249686	41250653
SAMD9	NM_017654	7	93099512	93118023
BANP	NM_001173543	16	87951431	88077318
C15orf40	NM_144597	15	82988962	83011641
SEPT12	NM_144605	16	4777613	4788521
DHCR24	NM_014762	1	54849626	54887248
SLC26A8	NM_052961	6	35943513	36024636
USP24	NM_015306	1	55066358	55215366
TNNC2	NM_003279	20	45823215	45827314
TCN2	NM_000355	22	30607082	30627060
GPI	NM_001289789	19	34364739	34402413
CPSF3	NM_001321834	2	9423536	9473110
P2RX4	NM_001256796	12	121209860	121234106
DAB1	NM_021080	1	56997905	58250539
MYSM1	NM_001085487	1	58654738	58700075
CD22	NM_001771	19	35329165	35347361
ZNF674	NM_001039891	X	46497724	46545457
OBP2B	NM_001288987	9	133205278	133209250
SERBP1	NM_001018067	1	67407809	67430440
TRPC4AP	NM_015638	20	35002403	35092815
ZSCAN22	NM_181846	19	58327018	58342346
DGKB	NM_001350705	7	14145048	14974777
RASGRP4	NM_170604	19	38409057	38426305
ZNF226	NM_016444	19	44165061	44177685
CTSL	NM_001912	9	87726058	87731469
C19orf60	NM_001100418	19	18588684	18592337
PDS5A	NM_001100399	4	39822862	39977956
SEC61A2	NM_018144	10	12129640	12169958
NKX2-5	NM_001166175	5	173232103	173235312
DLX1	NM_178120	2	172085479	172089673
ZBTB37	NM_001122770	1	173868081	173886636
PPOX	NM_001350130	1	161166380	161171220
ZNF207	NM_001098507	17	32350137	32370449
ZNF550	NM_001277090	19	57541835	57559863
KLK15	NM_017509	19	50825288	50831523
CCDC12	NM_144716	3	46921729	46982010
MFF	NM_001277061	2	227325150	227357836
LIF	NM_002309	22	30240446	30246851
CASP1	NM_001257118	11	105025509	105035157
PAX1	NM_001257096	20	21705658	21718486
ITCH	NM_001324197	20	34363234	34511773
F8	NM_000132	X	154835788	155022723
NCEH1	NM_001146276	3	172630644	172711218
MIB1	NM_020774	18	21741328	21870957
IGDCC4	NM_020962	15	65381486	65423072
STX4	NM_001272095	16	31033094	31040167
CREB3L3	NM_032607	19	4153600	4173054
TCHP	NM_032300	12	109900273	109918069
GART	NM_001136005	21	33503930	33542892
SORD	NM_003104	15	45023103	45075089
TRIM39-RPP21	NM_001199119	6	30329310	30346858
EMG1	NM_006331	12	6970780	6976003
JAG2	NM_002226	14	105140980	105168824
PAH	NM_000277	12	102838325	102917603
KTN1	NM_001271014	14	55580206	55684584
MORC2	NM_014941	22	30925129	30968287
PLEKHA6	NM_014935	1	204218850	204359929
MON1B	NM_014940	16	77190918	77199646
C1orf123	NM_017887	1	53214099	53220639
CPNE9	NM_153635	3	9703806	9729908
DMKN	NM_033317	19	35497216	35513658
RPGRIP1L	NM_015272	16	53599238	53703938
AK9	NM_001145128	6	109492855	109691212
DERL1	NM_024295	8	123013163	123042423
ENPP2	NM_006209	8	119557076	119673576
CPT2	NM_000098	1	53196428	53214197
TPP2	NM_001330588	13	102596935	102679958
SCP2	NM_002979	1	52927228	53051617
ATP7B	NM_000053	13	51932670	52011494
CDH11	NM_001308392	16	64943752	65122137
APTX	NM_001195249	9	32972605	33001641
EMC10	NM_175063	19	50476476	50483526
SLC25A41	NM_001321298	19	6426036	6433779
COX18	NM_001297733	4	73054695	73069759
CLEC12A	NM_138337	12	9951315	9985595
ATMIN	NM_015251	16	81035852	81047346
MPP2	NM_001278381	17	43875358	43909711
MPL	NM_005373	1	43337803	43354464
MB	NM_203377	22	35606763	35623354
C4A	NM_007293	6	31982056	32002680
PDCD6IP	NM_001162429	3	33798570	33869707
CAV2	NM_001233	7	116499600	116508541
EXD2	NM_001193362	14	69191476	69244020
ADD2	NM_017488	2	70662083	70768243
WNK1	NM_001184985	12	752922	911452
FAM228B	NM_001145710	2	24076873	24169638
MILR1	NM_001085423	17	64449114	64468643
BEST1	NM_001139443	11	61949883	61964463
FGF14	NM_001321949	13	101720854	102402428
MFGE8	NM_001310321	15	88898682	88913469
SIK3	NM_025164	11	116843401	117098415
DFFA	NM_213566	1	10460545	10472556
ANKRD29	NM_173505	18	23598925	23662885
ZZZ3	NM_015534	1	77562415	77683427
TUBB6	NM_001303530	18	12307668	12329825
SLC30A2	NM_001004434	1	26038021	26046138
L3MBTL3	NM_032438	6	130018368	130141449
PCYOX1L	NM_001301054	5	149358006	149369658
BRD9	NM_001317951	5	863734	892824
NPY4R2	NM_001278795	10	47921928	47923377
USP17L30	NM_001256867	4	9325164	9364721
BTRC	NM_033637	10	101354032	101557321
POLD1	NM_001308632	19	50384322	50418018
TUBB3	NM_001197181	16	89922008	89936097
IRF3	NM_001197123	19	49659568	49665875
TEX50	NM_001195190	1	173635303	173637133
TEX33	NM_001163857	22	36991118	37007836
DHCR7	NM_001360	11	71434410	71448431
CLCC1	NM_001048210	1	108929507	108963499
C1orf141	NM_001276352	1	67092175	67134971
CD200R1	NM_138806	3	112922684	112975090
FAM3D	NM_138805	3	58633942	58666834
GLYATL1	NM_001220494	11	58927628	58957074
ATF7	NM_006856	12	53512058	53626415
TRAF5	NM_001319207	1	211326614	211374944
S100A8	NM_001319196	1	153390031	153422583
MEF2A	NM_001171894	15	99565927	99716488
ESM1	NM_007036	5	54977866	54985586
SCOC	NM_001153585	4	140257285	140382556
GABBR2	NM_005458	9	98288081	98709197
TMEM251	NM_001098621	14	93184950	93187086
FBXO34	NM_017943	14	55271302	55353611
WLS	NM_024911	1	68098458	68232601
NT5M	NM_020201	17	17303365	17347663
HMCES	NM_001006109	3	129278840	129305292
GIPC1	NM_005716	19	14477758	14496149
ATPIF1	NM_178191	1	28236090	28238105
IP6K2	NM_001190316	3	48688002	48717278
HOXB2	NM_002145	17	48542655	48545031
HOXB1	NM_002144	17	48529444	48530910
HPCA	NM_002143	1	32886496	32894646
GRHL2	NM_001330593	8	101492438	101669724
HHLA3	NM_001036645	1	70354809	70368022
SMIM17	NM_001193628	19	56643158	56657246
EPHA3	NM_005233	3	89107523	89482134
SYNJ1	NM_203446	21	32628758	32728040
ST8SIA6	NM_001345961	10	17315413	17454387
SYT6	NM_001270805	1	114089291	114153850
VKORC1	NM_001311311	16	31090841	31094999
UBE2I	NM_194259	16	1309152	1327018
MYT1L	NM_001329851	2	1789112	2331313
NFATC3	NM_004555	16	68085365	68229259
CDKN2AIPNL	NM_080656	5	134402064	134411907
SNRPG	NM_001317168	2	70281361	70293771
PLAGL1	NM_001317157	6	143940299	144064599
ASTE1	NM_014065	3	131013872	131026854
ZNF48	NM_001214909	16	30378311	30400108
ACTG1	NM_001199954	17	81509970	81512866
INSIG2	NM_016133	2	118088417	118110031
NES	NM_006617	1	156668762	156677397
ERICH3	NM_001002912	1	74568110	74673738
C19orf38	NM_001136482	19	10848429	10869684
CASQ1	NM_001231	1	160190494	160201886
LHX8	NM_001001933	1	75128433	75161533
FGFR2	NM_022970	10	121478329	121598458
OBP2A	NM_001293189	9	135546138	135549969
CEP97	NM_024548	3	101724592	101770562
ZNF18	NM_144680	17	11977438	11997510
GNA12	NM_007353	7	2728105	2844325
SNX7	NM_015976	1	98661679	98760500
PSMA3	NM_002788	14	58244804	58272009
KALRN	NM_001024660	3	124094680	124726325
MGST1	NM_001267598	12	16347141	16377189
KCNC2	NM_001260497	12	75040077	75209748
SEPT4	NM_080415	17	58520249	58540818
MRS2	NM_001286264	6	24402907	24426194
NBPF6	NM_001143987	1	108450281	108470638
ST6GALNAC5	NM_030965	1	76867407	77067538
PHF2	NM_005392	9	93576626	93679587
H2AFB3	NM_080720	X	154885041	155459935
TRPV1	NM_080706	17	3565445	3609411
PLEKHO1	NM_016274	1	150149433	150160065
MRPS31	NM_005830	13	40729295	40771211
CNOT4	NM_001190848	7	135361794	135510127
USP33	NM_015017	1	77695988	77759879
ATP6V0D2	NM_152565	8	86098909	86154225
GPX8	NM_001008397	5	55160117	55167301
DUSP26	NM_024025	8	33591329	33600106
DCTN3	NM_024348	9	34613544	34620523
HSDL2	NM_032303	9	112379908	112472405
CGREF1	NM_006569	2	27099352	27119127
PFKFB4	NM_001317134	3	48517683	48561180
GIPC2	NM_017655	1	78044961	78138449
CDC37L1	NM_017913	9	4679552	4708398
NPY1R	NM_000909	4	163323964	163332795
AURKA	NM_198433	20	56369388	56392337
USP4	NM_003363	3	49277143	49340103
SRSF11	NM_001350615	1	70205681	70253049
PAQR3	NM_001350106	4	78917939	78939428
CNTN4	NM_001350095	3	2098802	3057961
SS18L1	NM_001301778	20	62143719	62182510
TMEM173	NM_198282	5	139475527	139482790
PRKACB	NM_001242860	1	84077974	84238498
SRSF10	NM_054016	1	23964346	23980463
ERF	NM_006494	19	42247560	42255164
FAM221A	NM_199136	7	23680113	23702650
USP28	NM_001346270	11	113797874	113875570
SNX3	NM_003795	6	108211216	108261260
PGPEP1	NM_001329478	19	18340586	18369953
TJP1	NM_001330239	15	29699366	29968799
SAMD13	NM_001010971	1	84298365	84350798
SCP2D1	NM_178483	20	18813725	18814391
GPR119	NM_178471	X	130384344	130385537
SLC6A20	NM_020208	3	45755448	45796543
PRR5L	NM_001160167	11	36296174	36465204
SHF	NM_138356	15	45167213	45201175
EVI5	NM_001350198	1	92508695	92792404
SMARCA2	NM_003070	9	2015218	2193623
RNF183	NM_145051	9	113297092	113299040
NRXN1	NM_001135659	2	49918504	51032536
FHL3	NM_004468	1	37996769	38005515
LRRFIP2	NM_006309	3	37052625	37176360
ZNF341	NM_001282933	20	33731759	33792269
C11orf70	NM_032930	11	102047437	102084560
PBXIP1	NM_020524	1	154944082	154956163
DNAJC28	NM_017833	21	33488054	33491723
